Ukazatel,Území,Typ údaje,Odvětví,Měsíce,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,listopad 2018,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,prosinec 2018,101.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,leden 2019,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,únor 2019,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,březen 2019,102.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,duben 2019,103.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,květen 2019,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červen 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červenec 2019,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,srpen 2019,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,září 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,říjen 2019,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,listopad 2019,102.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,prosinec 2019,102.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,leden 2020,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,únor 2020,101.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,březen 2020,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,duben 2020,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,květen 2020,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červen 2020,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červenec 2020,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,srpen 2020,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,září 2020,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,říjen 2020,101.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,listopad 2020,101.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,prosinec 2020,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,leden 2021,102.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,únor 2021,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,březen 2021,105.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,duben 2021,106.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,květen 2021,107.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červen 2021,108.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červenec 2021,110.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,srpen 2021,112.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,září 2021,112.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,říjen 2021,115.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,listopad 2021,116.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,prosinec 2021,116.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,leden 2022,118.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,únor 2022,120.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,březen 2022,126.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,duben 2022,130.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,květen 2022,134.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červen 2022,136.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červenec 2022,136.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,srpen 2022,134.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,září 2022,134.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,říjen 2022,136.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,listopad 2022,135.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,prosinec 2022,132.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,leden 2023,136.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,únor 2023,136.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,březen 2023,136.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,duben 2023,134.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,květen 2023,134.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červen 2023,133.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červenec 2023,133.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,srpen 2023,133.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,září 2023,134.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,říjen 2023,134.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,listopad 2023,133.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,prosinec 2023,132.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,leden 2024,133.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,únor 2024,134.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,březen 2024,134.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,duben 2024,135.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,květen 2024,134.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červen 2024,133.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červenec 2024,134.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,srpen 2024,134.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,září 2024,133.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,říjen 2024,133.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,listopad 2024,134.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,prosinec 2024,133.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,leden 2025,134.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,únor 2025,134.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,březen 2025,134.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,duben 2025,133.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,květen 2025,133.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červen 2025,133.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,červenec 2025,133.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,srpen 2025,133.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2000,83.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2000,83.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2000,84.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2000,84.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2000,84.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2000,85.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2000,85.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2000,85.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2000,86.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2000,86.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2000,86.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2000,86.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2001,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2001,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2001,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2001,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2001,88.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2001,88.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2001,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2001,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2001,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2001,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2002,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2002,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2002,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2002,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2002,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2002,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2002,87.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2002,87.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2002,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2002,86.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2002,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2002,86.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2003,86.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2003,86.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2003,86.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2003,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2003,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2003,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2003,86.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2003,86.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2003,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2003,87.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2003,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2003,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2004,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2004,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2004,88.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2004,89.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2004,90.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2004,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2004,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2004,92.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2004,92.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2004,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2004,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2004,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2005,92.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2005,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2005,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2005,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2005,92.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2005,92.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2005,92.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2005,91.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2005,91.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2005,91.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2005,91.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2005,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2006,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2006,91.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2006,91.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2006,91.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2006,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2006,92.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2006,92.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2006,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2006,93.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2006,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2006,93.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2006,93.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2007,93.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2007,94.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2007,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2007,94.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2007,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2007,95.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2007,95.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2007,95.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2007,95.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2007,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2007,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2007,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2008,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2008,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2008,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2008,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2008,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2008,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2008,98.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2008,99.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2008,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2008,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,listopad 2008,97.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,prosinec 2008,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,leden 2009,96.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,únor 2009,96.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,březen 2009,95.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,duben 2009,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,květen 2009,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červen 2009,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,červenec 2009,93.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,srpen 2009,93.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,září 2009,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,říjen 2009,92.8
