Stát;Kumulace měsíců;Ukazatel;Směr výstavby;value
Česko;01-10 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;24655.0
Česko;01-10 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;34886.0
Česko;01-10 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;40729.0
Česko;01-10 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;17677.0
Česko;01-10 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;23052.0
Česko;01-10 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;18812.0
Česko;01-10 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;6978.0
Česko;01-10 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;11834.0
Česko;01-10 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-10 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-10 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-10 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;338589.0
Česko;01-10 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-10 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-10 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;221568.0
Česko;01-10 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;152611.0
Česko;01-10 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;68957.0
Česko;01-10 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;104943.0
Česko;01-10 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;80639.0
Česko;01-10 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;24304.0
Česko;01-10 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;116625.0
Česko;01-10 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;71972.0
Česko;01-10 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;44653.0
Česko;01-10 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-10 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-10 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-09 2008;Počet stavebních povolení v ČR;Celkem;92973.0
Česko;01-09 2008;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-09 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy;Celkem;53578.0
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;22075.0
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;31503.0
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;36730.0
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;15843.0
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;20887.0
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;16848.0
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;6232.0
Česko;01-09 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;10616.0
Česko;01-09 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-09 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-09 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-09 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;303492.0
Česko;01-09 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-09 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-09 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;197976.0
Česko;01-09 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;137160.0
Česko;01-09 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;60816.0
Česko;01-09 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;93685.0
Česko;01-09 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;72376.0
Česko;01-09 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;21309.0
Česko;01-09 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;104291.0
Česko;01-09 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;64784.0
Česko;01-09 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;39507.0
Česko;01-09 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-09 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-09 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-08 2008;Počet stavebních povolení v ČR;Celkem;81970.0
Česko;01-08 2008;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-08 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy;Celkem;47354.0
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;19283.0
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;28071.0
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;32447.0
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;13839.0
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;18608.0
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;14907.0
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;5444.0
Česko;01-08 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;9463.0
Česko;01-08 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-08 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-08 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-08 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;268939.0
Česko;01-08 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-08 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-08 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;176028.0
Česko;01-08 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;121528.0
Česko;01-08 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;54500.0
Česko;01-08 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;82150.0
Česko;01-08 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;63221.0
Česko;01-08 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;18929.0
Česko;01-08 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;93878.0
Česko;01-08 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;58307.0
Česko;01-08 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;35571.0
Česko;01-08 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-08 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-08 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-07 2008;Počet stavebních povolení v ČR;Celkem;70208.0
Česko;01-07 2008;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-07 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy;Celkem;40935.0
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;16542.0
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;24393.0
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;28129.0
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;11911.0
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;16218.0
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;12806.0
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;4631.0
Česko;01-07 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;8175.0
Česko;01-07 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-07 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-07 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-07 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;232741.0
Česko;01-07 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-07 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-07 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;150290.0
Česko;01-07 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;105788.0
Česko;01-07 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;44502.0
Česko;01-07 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;70668.0
Česko;01-07 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;54357.0
Česko;01-07 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;16311.0
Česko;01-07 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;79622.0
Česko;01-07 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;51431.0
Česko;01-07 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;28191.0
Česko;01-07 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-07 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-07 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-06 2008;Počet stavebních povolení v ČR;Celkem;59153.0
Česko;01-06 2008;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-06 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy;Celkem;34571.0
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;13902.0
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;20669.0
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;23719.0
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;9952.0
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;13767.0
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;10852.0
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;3950.0
Česko;01-06 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;6902.0
Česko;01-06 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-06 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-06 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-06 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;197695.0
Česko;01-06 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-06 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-06 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;129909.0
Česko;01-06 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;91789.0
Česko;01-06 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;38120.0
Česko;01-06 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;59161.0
Česko;01-06 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;45089.0
Česko;01-06 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;14072.0
Česko;01-06 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;70748.0
Česko;01-06 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;46700.0
Česko;01-06 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;24048.0
Česko;01-06 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-06 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-06 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-05 2008;Počet stavebních povolení v ČR;Celkem;48070.0
Česko;01-05 2008;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-05 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy;Celkem;27868.0
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;11104.0
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;16764.0
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;19077.0
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;7913.0
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;11164.0
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;8791.0
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;3191.0
Česko;01-05 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;5600.0
Česko;01-05 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-05 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-05 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-05 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;157081.0
Česko;01-05 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-05 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-05 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;103118.0
Česko;01-05 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;71577.0
Česko;01-05 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;31541.0
Česko;01-05 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;46506.0
Česko;01-05 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;35148.0
Česko;01-05 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;11358.0
Česko;01-05 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;56612.0
Česko;01-05 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;36429.0
Česko;01-05 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;20183.0
Česko;01-05 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-05 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-05 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-04 2008;Počet stavebních povolení v ČR;Celkem;36691.0
Česko;01-04 2008;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-04 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy;Celkem;21142.0
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;8298.0
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;12844.0
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;14391.0
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;5895.0
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;8496.0
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;6751.0
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;2403.0
Česko;01-04 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;4348.0
Česko;01-04 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-04 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-04 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-04 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;122263.0
Česko;01-04 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-04 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-04 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;78958.0
Česko;01-04 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;54406.0
Česko;01-04 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;24552.0
Česko;01-04 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;34746.0
Česko;01-04 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;26079.0
Česko;01-04 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;8667.0
Česko;01-04 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;44212.0
Česko;01-04 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;28327.0
Česko;01-04 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;15885.0
Česko;01-04 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-04 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-04 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-03 2008;Počet stavebních povolení v ČR;Celkem;26329.0
Česko;01-03 2008;Počet stavebních povolení v ČR;Nová výstavba;14937.0
Česko;01-03 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy;Celkem;15111.0
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;5880.0
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;9231.0
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;10174.0
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;4159.0
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;6015.0
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;4937.0
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;1721.0
Česko;01-03 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;3216.0
Česko;01-03 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-03 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-03 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-03 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;90886.0
Česko;01-03 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;59825.0
Česko;01-03 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-03 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;58024.0
Česko;01-03 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;39767.0
Česko;01-03 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;18257.0
Česko;01-03 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;24868.0
Česko;01-03 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;18917.0
Česko;01-03 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;5951.0
Česko;01-03 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;33156.0
Česko;01-03 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;20850.0
Česko;01-03 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;12306.0
Česko;01-03 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-03 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-03 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-02 2008;Počet stavebních povolení v ČR;Celkem;16496.0
Česko;01-02 2008;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-02 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy;Celkem;9305.0
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;3626.0
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;5679.0
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;6229.0
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;2558.0
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3671.0
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;3076.0
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;1068.0
Česko;01-02 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;2008.0
Česko;01-02 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-02 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-02 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-02 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;57709.0
Česko;01-02 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-02 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-02 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;40103.0
Česko;01-02 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;28151.0
Česko;01-02 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;11952.0
Česko;01-02 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;16361.0
Česko;01-02 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;13077.0
Česko;01-02 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3284.0
Česko;01-02 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;23742.0
Česko;01-02 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;15074.0
Česko;01-02 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;8668.0
Česko;01-02 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-02 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-02 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01 2008;Počet stavebních povolení v ČR;Celkem;7888.0
Česko;01 2008;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01 2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01 2008;Počet vydaných stavebních povolení - budovy;Celkem;4507.0
Česko;01 2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;1713.0
Česko;01 2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;2794.0
Česko;01 2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;3001.0
Česko;01 2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;1210.0
Česko;01 2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1791.0
Česko;01 2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1506.0
Česko;01 2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;503.0
Česko;01 2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1003.0
Česko;01 2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01 2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01 2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;28411.0
Česko;01 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01 2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;19786.0
Česko;01 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;13361.0
Česko;01 2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;6425.0
Česko;01 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;8035.0
Česko;01 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;6444.0
Česko;01 2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;1591.0
