Ukazatel;Území;Klasifikace CZ-CPA;Typ údaje;Měsíce;value
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;říjen 2017;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;listopad 2017;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;prosinec 2017;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;leden 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;únor 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;březen 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;duben 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;květen 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červen 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červenec 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;srpen 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;září 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;říjen 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;listopad 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;prosinec 2018;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;leden 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;únor 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;březen 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;duben 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;květen 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červen 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červenec 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;srpen 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;září 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;říjen 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;listopad 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;prosinec 2019;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;leden 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;únor 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;březen 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;duben 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;květen 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červen 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červenec 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;srpen 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;září 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;říjen 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;listopad 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;prosinec 2020;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;leden 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;únor 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;březen 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;duben 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;květen 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červen 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červenec 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;srpen 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;září 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;říjen 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;listopad 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;prosinec 2021;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;leden 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;únor 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;březen 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;duben 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;květen 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červen 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červenec 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;srpen 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;září 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;říjen 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;listopad 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;prosinec 2022;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;leden 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;únor 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;březen 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;duben 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;květen 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červen 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červenec 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;srpen 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;září 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;říjen 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;listopad 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;prosinec 2023;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;leden 2024;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;únor 2024;112.6
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;březen 2024;110.7
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;duben 2024;101.3
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;květen 2024;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červen 2024;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;červenec 2024;81.8
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;srpen 2024;107.7
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;září 2024;117.5
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;říjen 2024;105.5
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;listopad 2024;99.6
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;prosinec 2024;100.1
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;leden 2025;77.7
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;únor 2025;115.7
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;březen 2025;107.1
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziměsíční index;duben 2025;109.8
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;leden 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;únor 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;březen 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;duben 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;květen 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;červen 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;červenec 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;srpen 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;září 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;říjen 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;listopad 2015;
Index cen za poskytnutí tržních služeb (%);Česko;Tvorba programů a vysílání;Meziroční index;prosinec 2015;
