Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – duben 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – květen 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – červen 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – červenec 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – srpen 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – září 2024,116.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – říjen 2024,116.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – listopad 2024,116.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – prosinec 2024,116.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden 2025,120.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – únor 2025,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – březen 2025,119.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – duben 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – květen 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – červen 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – červenec 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Překladatelské a tlumočnické služby,leden – srpen 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden 2023,100.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – únor 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – březen 2023,101.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – duben 2023,101.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – květen 2023,101.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – červen 2023,101.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – červenec 2023,101.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – srpen 2023,101.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – září 2023,101.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – říjen 2023,101.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – listopad 2023,101.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – prosinec 2023,101.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden 2024,103.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – únor 2024,104.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – březen 2024,104.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – duben 2024,104.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – květen 2024,104.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – červen 2024,104.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – červenec 2024,104.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – srpen 2024,105.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – září 2024,105.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – říjen 2024,105.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – listopad 2024,105.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – prosinec 2024,105.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden 2025,107.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – únor 2025,107.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – březen 2025,106.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – duben 2025,107.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – květen 2025,107.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – červen 2025,107.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – červenec 2025,107.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing motorových vozidel, kromě motocyklů",leden – srpen 2025,107.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden 2023,126.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – únor 2023,126.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – březen 2023,126.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – duben 2023,126.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – květen 2023,126.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – červen 2023,126.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – červenec 2023,126.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – srpen 2023,126.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – září 2023,126.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – říjen 2023,126.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – listopad 2023,126.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – prosinec 2023,126.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden 2024,122.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – únor 2024,123.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – březen 2024,123.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – duben 2024,124.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – květen 2024,124.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – červen 2024,124.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – červenec 2024,124.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – srpen 2024,124.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – září 2024,124.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – říjen 2024,125.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – listopad 2024,125.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – prosinec 2024,125.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden 2025,124.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – únor 2025,124.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – březen 2025,124.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – duben 2025,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – květen 2025,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – červen 2025,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – červenec 2025,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Pronájem a leasing ostatních strojů, zařízení a výrobků",leden – srpen 2025,124.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a leasing stavebních strojů a zařízení,leden 2023,126.0
