Ukazatel,Území,Typ údaje,Odvětví,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,3. čtvrtletí 2018,101.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,4. čtvrtletí 2018,102.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,1. čtvrtletí 2019,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,2. čtvrtletí 2019,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,3. čtvrtletí 2019,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,4. čtvrtletí 2019,102.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,1. čtvrtletí 2020,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,2. čtvrtletí 2020,101.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,3. čtvrtletí 2020,101.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,4. čtvrtletí 2020,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,1. čtvrtletí 2021,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,2. čtvrtletí 2021,107.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,3. čtvrtletí 2021,111.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,4. čtvrtletí 2021,115.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,1. čtvrtletí 2022,122.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,2. čtvrtletí 2022,133.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,3. čtvrtletí 2022,135.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,4. čtvrtletí 2022,134.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,1. čtvrtletí 2023,136.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,2. čtvrtletí 2023,134.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,3. čtvrtletí 2023,133.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,4. čtvrtletí 2023,133.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,1. čtvrtletí 2024,134.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,2. čtvrtletí 2024,134.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,3. čtvrtletí 2024,133.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,4. čtvrtletí 2024,133.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,1. čtvrtletí 2025,134.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl,2. čtvrtletí 2025,133.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2000,83.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2000,84.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2000,85.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2000,86.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2001,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2001,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2001,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2001,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2002,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2002,87.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2002,87.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2002,86.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2003,86.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2003,86.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2003,86.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2003,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2004,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2004,90.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2004,92.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2004,93.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2005,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2005,92.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2005,91.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2005,91.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2006,91.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2006,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2006,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2006,93.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2007,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2007,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2007,95.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2007,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2008,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2008,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2008,98.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2008,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2009,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2009,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2009,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2009,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2010,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2010,93.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2010,94.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2010,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2011,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2011,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2011,98.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2011,98.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2012,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2012,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2012,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2013,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2013,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2013,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2013,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2014,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2014,101.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2014,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2014,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2015,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2015,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2015,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2015,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2016,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2016,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2016,98.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2016,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2017,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2017,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2017,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2017,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2018,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2018,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2018,100.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2018,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2019,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2019,102.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2019,102.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2019,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2020,102.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2020,103.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2020,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2020,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2021,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2021,107.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2021,111.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2021,114.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2022,119.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2022,127.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2022,130.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2022,131.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2023,133.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2023,131.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2023,130.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2023,130.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2024,131.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2024,131.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,3. čtvrtletí 2024,131.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,4. čtvrtletí 2024,131.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,1. čtvrtletí 2025,132.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba nerostných surovin + zpracovatelský průmysl - Energie,2. čtvrtletí 2025,132.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2000,84.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2000,85.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2000,86.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2000,86.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2001,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2001,88.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2001,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2001,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2002,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2002,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2002,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2002,87.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2003,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2003,87.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2003,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2003,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2004,87.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2004,90.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2004,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2004,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2005,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2005,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2005,92.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2005,92.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2006,92.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2006,93.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2006,94.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2006,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2007,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2007,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2007,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2007,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2008,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2008,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2008,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2008,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2009,97.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2009,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2009,93.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2009,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2010,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2010,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2010,95.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2010,95.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2011,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2011,98.5
