Území,Ukazatel,Typ ceny,Měsíce,Komodity SITC,value
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1018.53812
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2023,"5 Chemikálie a příbuzné výrobky, j. n.",28635.395176
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2023,6 Tržní výrobky tříděné hlavně podle materiálu,61612.826815
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2023,7 Stroje a dopravní prostředky,227751.176732
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2023,8 Průmyslové spotřební zboží,46706.226916
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2023,"9 Komodity a předměty obchodu, j. n.",1493.328561
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,0 Potraviny a živá zvířata,18741.389853
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,1 Nápoje a tabák,1689.242368
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",9187.007465
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,"3 Minerální paliva, maziva a příbuzné materiály",11012.80077
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",975.294942
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",27761.580178
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,64238.241206
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,7 Stroje a dopravní prostředky,233574.146951
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,8 Průmyslové spotřební zboží,46488.688159
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2023,"9 Komodity a předměty obchodu, j. n.",1211.872879
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,0 Potraviny a živá zvířata,16456.498189
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,1 Nápoje a tabák,1612.004274
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",8107.088394
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,"3 Minerální paliva, maziva a příbuzné materiály",9516.255446
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",884.108569
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,"5 Chemikálie a příbuzné výrobky, j. n.",25451.486125
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,6 Tržní výrobky tříděné hlavně podle materiálu,59382.282627
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,7 Stroje a dopravní prostředky,201932.374646
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,8 Průmyslové spotřební zboží,45626.105221
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2023,"9 Komodity a předměty obchodu, j. n.",1005.495443
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,0 Potraviny a živá zvířata,16806.49167
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,1 Nápoje a tabák,1820.932911
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",7753.986982
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,"3 Minerální paliva, maziva a příbuzné materiály",8870.753421
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",932.251118
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",23811.48375
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,54125.893785
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,7 Stroje a dopravní prostředky,179903.57242
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,8 Průmyslové spotřební zboží,37738.319441
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2023,"9 Komodity a předměty obchodu, j. n.",1063.270824
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,0 Potraviny a živá zvířata,14622.647388
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,1 Nápoje a tabák,1901.786399
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",7437.225136
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,"3 Minerální paliva, maziva a příbuzné materiály",8328.422358
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",690.822652
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,"5 Chemikálie a příbuzné výrobky, j. n.",23039.467628
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,6 Tržní výrobky tříděné hlavně podle materiálu,52205.606203
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,7 Stroje a dopravní prostředky,174312.116415
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,8 Průmyslové spotřební zboží,33626.673775
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2023,"9 Komodity a předměty obchodu, j. n.",969.696205
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,0 Potraviny a živá zvířata,16694.280657
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,1 Nápoje a tabák,2065.429019
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",9135.563499
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,"3 Minerální paliva, maziva a příbuzné materiály",8148.062527
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1031.356961
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",27257.69877
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,63196.496018
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,7 Stroje a dopravní prostředky,228246.211827
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,8 Průmyslové spotřební zboží,45610.556118
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2023,"9 Komodity a předměty obchodu, j. n.",1083.651292
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,0 Potraviny a živá zvířata,16766.748886
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,1 Nápoje a tabák,2049.39898
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",9936.200942
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,"3 Minerální paliva, maziva a příbuzné materiály",7874.200435
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1112.918783
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",26423.6519
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,63730.398796
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,7 Stroje a dopravní prostředky,213234.337864
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,8 Průmyslové spotřební zboží,41303.551293
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2023,"9 Komodity a předměty obchodu, j. n.",1177.7096
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,0 Potraviny a živá zvířata,14862.99023
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,1 Nápoje a tabák,1508.830051
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",8922.461075
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,"3 Minerální paliva, maziva a příbuzné materiály",9412.645024
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",906.257031
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,"5 Chemikálie a příbuzné výrobky, j. n.",24748.588851
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,6 Tržní výrobky tříděné hlavně podle materiálu,56942.226931
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,7 Stroje a dopravní prostředky,192177.067376
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,8 Průmyslové spotřební zboží,36654.861126
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2023,"9 Komodity a předměty obchodu, j. n.",952.278949
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,0 Potraviny a živá zvířata,17922.475402
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,1 Nápoje a tabák,1759.400772
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",10848.901349
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,"3 Minerální paliva, maziva a příbuzné materiály",10293.882591
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1167.236065
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",28869.094503
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,69469.746406
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,7 Stroje a dopravní prostředky,234576.4906
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,8 Průmyslové spotřební zboží,45763.789735
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2023,"9 Komodity a předměty obchodu, j. n.",1102.143002
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,0 Potraviny a živá zvířata,15638.555558
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,1 Nápoje a tabák,1235.995639
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",8989.485442
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,"3 Minerální paliva, maziva a příbuzné materiály",11038.917613
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1111.457886
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,"5 Chemikálie a příbuzné výrobky, j. n.",25396.423489
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,6 Tržní výrobky tříděné hlavně podle materiálu,62173.374026
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,7 Stroje a dopravní prostředky,196766.465911
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,8 Průmyslové spotřební zboží,37140.044553
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2023,"9 Komodity a předměty obchodu, j. n.",911.661856
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,0 Potraviny a živá zvířata,16046.985781
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,1 Nápoje a tabák,1357.144818
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",8625.468493
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,"3 Minerální paliva, maziva a příbuzné materiály",11870.829371
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1206.928787
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,"5 Chemikálie a příbuzné výrobky, j. n.",25746.509358
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,6 Tržní výrobky tříděné hlavně podle materiálu,63904.421399
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,7 Stroje a dopravní prostředky,207656.841134
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,8 Průmyslové spotřební zboží,36360.597525
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2023,"9 Komodity a předměty obchodu, j. n.",1469.262573
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2022,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2022,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2022,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2022,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2022,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2022,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2022,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2022,"9 Komodity a předměty obchodu, j. n.",
