Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2003;107.5533130698
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2003;104.4661471757
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2003;100.9860041897
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2003;108.3753282261
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2002;99.3394555962
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2002;98.7311063689
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2002;98.8686603273
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2002;99.7906603636
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2002;96.9764146406
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2002;98.8990529768
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2002;98.6621815356
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2002;101.5225917442
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2002;104.5817750632
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2002;102.4894520414
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2002;102.7629370736
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2002;104.4528967728
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2001;110.7483070698
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2001;112.5813865884
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2001;113.0252868991
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2001;112.2714347236
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2001;114.4202445096
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2001;115.6560065835
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2001;114.6193468178
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2001;114.683606949
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2001;114.3966625472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2001;113.4770070047
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2001;116.3619169401
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2001;116.4951747776
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – březen 2025;87.7948529868
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – únor 2025;89.026953677
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden 2025;97.2251887127
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – prosinec 2024;100.9054537864
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – listopad 2024;101.7745574792
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – říjen 2024;105.7857552231
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – září 2024;103.7088930349
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – srpen 2024;104.4609389921
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – červenec 2024;98.7464647106
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – červen 2024;99.2640287435
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – květen 2024;100.6578381586
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – duben 2024;100.8556434303
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – březen 2024;97.415349767
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – únor 2024;92.5491236541
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden 2024;108.0718947397
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – prosinec 2023;105.7142066494
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – listopad 2023;104.1659270625
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – říjen 2023;101.2946000379
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – září 2023;103.9837124047
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – srpen 2023;105.6583260583
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – červenec 2023;103.8087834317
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – červen 2023;101.9236943027
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – květen 2023;99.4088006084
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – duben 2023;106.2622446661
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – březen 2023;99.8087778447
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – únor 2023;104.9525625354
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden 2023;87.5726239898
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – prosinec 2022;103.6331686525
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – listopad 2022;106.9303631345
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – říjen 2022;109.0032972113
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – září 2022;107.3352612654
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – srpen 2022;108.1954648839
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – červenec 2022;111.1633781892
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – červen 2022;120.7780618922
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – květen 2022;125.2147606259
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – duben 2022;124.3988595288
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – březen 2022;139.4308184463
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – únor 2022;138.8702089483
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden 2022;149.3949085188
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – prosinec 2021;99.4859599993
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – listopad 2021;94.9416018312
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – říjen 2021;90.883120536
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – září 2021;90.2900465038
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – srpen 2021;89.9468407609
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – červenec 2021;87.3542124491
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – červen 2021;80.4167167943
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – květen 2021;77.1637320577
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – duben 2021;79.7682780526
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – březen 2021;72.7018415608
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – únor 2021;75.5639156877
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden 2021;68.7601247865
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Podpůrné činnosti při těžbě;leden – prosinec 2020;93.3752558489
