Ukazatel,Území,Klasifikace produkce,Měsíce,value
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,leden 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,leden 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,Ostatní výrobky zpracovatelského průmyslu,srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",leden 2023,0.2
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",únor 2023,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",leden 2024,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",leden 2025,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Opravy, údržba a instalace strojů a zařízení",srpen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden 2023,3.5
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",únor 2023,-0.4
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",březen 2023,-0.7
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",duben 2023,-0.6
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",květen 2023,-0.3
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červen 2023,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",srpen 2023,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",prosinec 2023,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden 2024,2.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",únor 2024,-0.2
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",březen 2024,-0.4
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",květen 2024,-0.5
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červen 2024,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červenec 2024,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",srpen 2024,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",září 2024,0.2
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",říjen 2024,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",listopad 2024,0.2
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",prosinec 2024,0.8
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",leden 2025,-0.3
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",únor 2025,-0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",duben 2025,-0.7
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",květen 2025,-0.5
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červen 2025,-0.2
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",červenec 2025,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Elektřina, plyn, pára a klimatizovaný vzduch",srpen 2025,0.3
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",leden 2023,0.2
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",únor 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",březen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",duben 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",květen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",červen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",červenec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",srpen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",září 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",říjen 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",listopad 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",prosinec 2023,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",leden 2024,0.2
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",únor 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",březen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",duben 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",květen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",červen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",červenec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",srpen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",září 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",říjen 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",listopad 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",prosinec 2024,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",leden 2025,0.1
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",únor 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",březen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",duben 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",květen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",červen 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",červenec 2025,0.0
Rozklad přírůstků meziměsíčního (procentní bod),Česko,"Přír. voda; úprava a rozvod vody, obchod s vodou, prostř. sítí",srpen 2025,0.0
