Území;Ukazatel;Pohlaví;Týdny;Věkové skupiny (pětileté);value
Česko;Zemřelí;Celkem; 09. týden 2009;30-34;17
Česko;Zemřelí;Celkem; 09. týden 2009;35-39;18
Česko;Zemřelí;Celkem; 09. týden 2009;40-44;24
Česko;Zemřelí;Celkem; 09. týden 2009;45-49;45
Česko;Zemřelí;Celkem; 09. týden 2009;50-54;93
Česko;Zemřelí;Celkem; 09. týden 2009;55-59;130
Česko;Zemřelí;Celkem; 09. týden 2009;60-64;195
Česko;Zemřelí;Celkem; 09. týden 2009;65-69;223
Česko;Zemřelí;Celkem; 09. týden 2009;70-74;228
Česko;Zemřelí;Celkem; 09. týden 2009;75-79;345
Česko;Zemřelí;Celkem; 09. týden 2009;80-84;452
Česko;Zemřelí;Celkem; 09. týden 2009;85-89;402
Česko;Zemřelí;Celkem; 09. týden 2009;90 a více;164
Česko;Zemřelí;Celkem; 08. týden 2009;0-4;12
Česko;Zemřelí;Celkem; 08. týden 2009;5-9;1
Česko;Zemřelí;Celkem; 08. týden 2009;10-14;0
Česko;Zemřelí;Celkem; 08. týden 2009;15-19;4
Česko;Zemřelí;Celkem; 08. týden 2009;20-24;7
Česko;Zemřelí;Celkem; 08. týden 2009;25-29;8
Česko;Zemřelí;Celkem; 08. týden 2009;30-34;8
Česko;Zemřelí;Celkem; 08. týden 2009;35-39;16
Česko;Zemřelí;Celkem; 08. týden 2009;40-44;21
Česko;Zemřelí;Celkem; 08. týden 2009;45-49;36
Česko;Zemřelí;Celkem; 08. týden 2009;50-54;80
Česko;Zemřelí;Celkem; 08. týden 2009;55-59;115
Česko;Zemřelí;Celkem; 08. týden 2009;60-64;179
Česko;Zemřelí;Celkem; 08. týden 2009;65-69;207
Česko;Zemřelí;Celkem; 08. týden 2009;70-74;232
Česko;Zemřelí;Celkem; 08. týden 2009;75-79;359
Česko;Zemřelí;Celkem; 08. týden 2009;80-84;497
Česko;Zemřelí;Celkem; 08. týden 2009;85-89;399
Česko;Zemřelí;Celkem; 08. týden 2009;90 a více;189
Česko;Zemřelí;Celkem; 07. týden 2009;0-4;9
Česko;Zemřelí;Celkem; 07. týden 2009;5-9;2
Česko;Zemřelí;Celkem; 07. týden 2009;10-14;1
Česko;Zemřelí;Celkem; 07. týden 2009;15-19;6
Česko;Zemřelí;Celkem; 07. týden 2009;20-24;6
Česko;Zemřelí;Celkem; 07. týden 2009;25-29;13
Česko;Zemřelí;Celkem; 07. týden 2009;30-34;12
Česko;Zemřelí;Celkem; 07. týden 2009;35-39;15
Česko;Zemřelí;Celkem; 07. týden 2009;40-44;27
Česko;Zemřelí;Celkem; 07. týden 2009;45-49;37
Česko;Zemřelí;Celkem; 07. týden 2009;50-54;90
Česko;Zemřelí;Celkem; 07. týden 2009;55-59;148
Česko;Zemřelí;Celkem; 07. týden 2009;60-64;191
Česko;Zemřelí;Celkem; 07. týden 2009;65-69;208
Česko;Zemřelí;Celkem; 07. týden 2009;70-74;221
Česko;Zemřelí;Celkem; 07. týden 2009;75-79;367
Česko;Zemřelí;Celkem; 07. týden 2009;80-84;484
Česko;Zemřelí;Celkem; 07. týden 2009;85-89;401
Česko;Zemřelí;Celkem; 07. týden 2009;90 a více;173
Česko;Zemřelí;Celkem; 06. týden 2009;0-4;6
Česko;Zemřelí;Celkem; 06. týden 2009;5-9;1
Česko;Zemřelí;Celkem; 06. týden 2009;10-14;4
Česko;Zemřelí;Celkem; 06. týden 2009;15-19;2
Česko;Zemřelí;Celkem; 06. týden 2009;20-24;2
Česko;Zemřelí;Celkem; 06. týden 2009;25-29;9
Česko;Zemřelí;Celkem; 06. týden 2009;30-34;10
Česko;Zemřelí;Celkem; 06. týden 2009;35-39;18
Česko;Zemřelí;Celkem; 06. týden 2009;40-44;26
Česko;Zemřelí;Celkem; 06. týden 2009;45-49;49
Česko;Zemřelí;Celkem; 06. týden 2009;50-54;81
Česko;Zemřelí;Celkem; 06. týden 2009;55-59;120
Česko;Zemřelí;Celkem; 06. týden 2009;60-64;190
Česko;Zemřelí;Celkem; 06. týden 2009;65-69;221
Česko;Zemřelí;Celkem; 06. týden 2009;70-74;219
Česko;Zemřelí;Celkem; 06. týden 2009;75-79;369
Česko;Zemřelí;Celkem; 06. týden 2009;80-84;498
Česko;Zemřelí;Celkem; 06. týden 2009;85-89;413
Česko;Zemřelí;Celkem; 06. týden 2009;90 a více;200
Česko;Zemřelí;Celkem; 05. týden 2009;0-4;10
Česko;Zemřelí;Celkem; 05. týden 2009;5-9;1
Česko;Zemřelí;Celkem; 05. týden 2009;10-14;3
Česko;Zemřelí;Celkem; 05. týden 2009;15-19;4
Česko;Zemřelí;Celkem; 05. týden 2009;20-24;7
Česko;Zemřelí;Celkem; 05. týden 2009;25-29;8
Česko;Zemřelí;Celkem; 05. týden 2009;30-34;14
Česko;Zemřelí;Celkem; 05. týden 2009;35-39;18
Česko;Zemřelí;Celkem; 05. týden 2009;40-44;20
Česko;Zemřelí;Celkem; 05. týden 2009;45-49;26
Česko;Zemřelí;Celkem; 05. týden 2009;50-54;56
Česko;Zemřelí;Celkem; 05. týden 2009;55-59;144
Česko;Zemřelí;Celkem; 05. týden 2009;60-64;175
Česko;Zemřelí;Celkem; 05. týden 2009;65-69;201
Česko;Zemřelí;Celkem; 05. týden 2009;70-74;246
Česko;Zemřelí;Celkem; 05. týden 2009;75-79;355
Česko;Zemřelí;Celkem; 05. týden 2009;80-84;427
Česko;Zemřelí;Celkem; 05. týden 2009;85-89;418
Česko;Zemřelí;Celkem; 05. týden 2009;90 a více;180
Česko;Zemřelí;Celkem; 04. týden 2009;0-4;10
Česko;Zemřelí;Celkem; 04. týden 2009;5-9;1
Česko;Zemřelí;Celkem; 04. týden 2009;10-14;1
Česko;Zemřelí;Celkem; 04. týden 2009;15-19;1
Česko;Zemřelí;Celkem; 04. týden 2009;20-24;7
Česko;Zemřelí;Celkem; 04. týden 2009;25-29;7
Česko;Zemřelí;Celkem; 04. týden 2009;30-34;19
Česko;Zemřelí;Celkem; 04. týden 2009;35-39;17
Česko;Zemřelí;Celkem; 04. týden 2009;40-44;23
Česko;Zemřelí;Celkem; 04. týden 2009;45-49;46
Česko;Zemřelí;Celkem; 04. týden 2009;50-54;63
Česko;Zemřelí;Celkem; 04. týden 2009;55-59;144
Česko;Zemřelí;Celkem; 04. týden 2009;60-64;187
Česko;Zemřelí;Celkem; 04. týden 2009;65-69;203
Česko;Zemřelí;Celkem; 04. týden 2009;70-74;217
Česko;Zemřelí;Celkem; 04. týden 2009;75-79;310
Česko;Zemřelí;Celkem; 04. týden 2009;80-84;477
Česko;Zemřelí;Celkem; 04. týden 2009;85-89;401
Česko;Zemřelí;Celkem; 04. týden 2009;90 a více;202
Česko;Zemřelí;Celkem; 03. týden 2009;0-4;6
Česko;Zemřelí;Celkem; 03. týden 2009;5-9;0
Česko;Zemřelí;Celkem; 03. týden 2009;10-14;1
Česko;Zemřelí;Celkem; 03. týden 2009;15-19;2
Česko;Zemřelí;Celkem; 03. týden 2009;20-24;7
Česko;Zemřelí;Celkem; 03. týden 2009;25-29;7
Česko;Zemřelí;Celkem; 03. týden 2009;30-34;12
Česko;Zemřelí;Celkem; 03. týden 2009;35-39;16
Česko;Zemřelí;Celkem; 03. týden 2009;40-44;25
Česko;Zemřelí;Celkem; 03. týden 2009;45-49;33
Česko;Zemřelí;Celkem; 03. týden 2009;50-54;84
Česko;Zemřelí;Celkem; 03. týden 2009;55-59;143
Česko;Zemřelí;Celkem; 03. týden 2009;60-64;207
Česko;Zemřelí;Celkem; 03. týden 2009;65-69;201
Česko;Zemřelí;Celkem; 03. týden 2009;70-74;228
Česko;Zemřelí;Celkem; 03. týden 2009;75-79;344
Česko;Zemřelí;Celkem; 03. týden 2009;80-84;441
Česko;Zemřelí;Celkem; 03. týden 2009;85-89;340
Česko;Zemřelí;Celkem; 03. týden 2009;90 a více;157
Česko;Zemřelí;Celkem; 02. týden 2009;0-4;4
Česko;Zemřelí;Celkem; 02. týden 2009;5-9;1
Česko;Zemřelí;Celkem; 02. týden 2009;10-14;0
Česko;Zemřelí;Celkem; 02. týden 2009;15-19;3
Česko;Zemřelí;Celkem; 02. týden 2009;20-24;7
Česko;Zemřelí;Celkem; 02. týden 2009;25-29;8
Česko;Zemřelí;Celkem; 02. týden 2009;30-34;12
Česko;Zemřelí;Celkem; 02. týden 2009;35-39;18
Česko;Zemřelí;Celkem; 02. týden 2009;40-44;27
Česko;Zemřelí;Celkem; 02. týden 2009;45-49;41
Česko;Zemřelí;Celkem; 02. týden 2009;50-54;64
Česko;Zemřelí;Celkem; 02. týden 2009;55-59;135
Česko;Zemřelí;Celkem; 02. týden 2009;60-64;184
Česko;Zemřelí;Celkem; 02. týden 2009;65-69;212
Česko;Zemřelí;Celkem; 02. týden 2009;70-74;202
Česko;Zemřelí;Celkem; 02. týden 2009;75-79;331
Česko;Zemřelí;Celkem; 02. týden 2009;80-84;464
Česko;Zemřelí;Celkem; 02. týden 2009;85-89;366
Česko;Zemřelí;Celkem; 02. týden 2009;90 a více;179
Česko;Zemřelí;Celkem; 01. týden 2009;0-4;7
Česko;Zemřelí;Celkem; 01. týden 2009;5-9;1
Česko;Zemřelí;Celkem; 01. týden 2009;10-14;2
Česko;Zemřelí;Celkem; 01. týden 2009;15-19;0
Česko;Zemřelí;Celkem; 01. týden 2009;20-24;9
Česko;Zemřelí;Celkem; 01. týden 2009;25-29;6
Česko;Zemřelí;Celkem; 01. týden 2009;30-34;14
Česko;Zemřelí;Celkem; 01. týden 2009;35-39;19
Česko;Zemřelí;Celkem; 01. týden 2009;40-44;26
Česko;Zemřelí;Celkem; 01. týden 2009;45-49;42
Česko;Zemřelí;Celkem; 01. týden 2009;50-54;75
Česko;Zemřelí;Celkem; 01. týden 2009;55-59;134
Česko;Zemřelí;Celkem; 01. týden 2009;60-64;177
Česko;Zemřelí;Celkem; 01. týden 2009;65-69;180
Česko;Zemřelí;Celkem; 01. týden 2009;70-74;209
Česko;Zemřelí;Celkem; 01. týden 2009;75-79;348
Česko;Zemřelí;Celkem; 01. týden 2009;80-84;392
Česko;Zemřelí;Celkem; 01. týden 2009;85-89;331
Česko;Zemřelí;Celkem; 01. týden 2009;90 a více;135
Česko;Zemřelí;Celkem; 52. týden 2008;0-4;3
Česko;Zemřelí;Celkem; 52. týden 2008;5-9;1
Česko;Zemřelí;Celkem; 52. týden 2008;10-14;2
Česko;Zemřelí;Celkem; 52. týden 2008;15-19;4
Česko;Zemřelí;Celkem; 52. týden 2008;20-24;10
Česko;Zemřelí;Celkem; 52. týden 2008;25-29;9
Česko;Zemřelí;Celkem; 52. týden 2008;30-34;10
Česko;Zemřelí;Celkem; 52. týden 2008;35-39;15
Česko;Zemřelí;Celkem; 52. týden 2008;40-44;28
Česko;Zemřelí;Celkem; 52. týden 2008;45-49;37
Česko;Zemřelí;Celkem; 52. týden 2008;50-54;66
Česko;Zemřelí;Celkem; 52. týden 2008;55-59;130
Česko;Zemřelí;Celkem; 52. týden 2008;60-64;147
Česko;Zemřelí;Celkem; 52. týden 2008;65-69;175
Česko;Zemřelí;Celkem; 52. týden 2008;70-74;190
Česko;Zemřelí;Celkem; 52. týden 2008;75-79;292
Česko;Zemřelí;Celkem; 52. týden 2008;80-84;388
Česko;Zemřelí;Celkem; 52. týden 2008;85-89;316
Česko;Zemřelí;Celkem; 52. týden 2008;90 a více;144
Česko;Zemřelí;Celkem; 51. týden 2008;0-4;7
Česko;Zemřelí;Celkem; 51. týden 2008;5-9;3
Česko;Zemřelí;Celkem; 51. týden 2008;10-14;0
Česko;Zemřelí;Celkem; 51. týden 2008;15-19;6
Česko;Zemřelí;Celkem; 51. týden 2008;20-24;13
Česko;Zemřelí;Celkem; 51. týden 2008;25-29;8
Česko;Zemřelí;Celkem; 51. týden 2008;30-34;6
Česko;Zemřelí;Celkem; 51. týden 2008;35-39;10
Česko;Zemřelí;Celkem; 51. týden 2008;40-44;27
Česko;Zemřelí;Celkem; 51. týden 2008;45-49;32
Česko;Zemřelí;Celkem; 51. týden 2008;50-54;77
Česko;Zemřelí;Celkem; 51. týden 2008;55-59;133
Česko;Zemřelí;Celkem; 51. týden 2008;60-64;172
Česko;Zemřelí;Celkem; 51. týden 2008;65-69;220
Česko;Zemřelí;Celkem; 51. týden 2008;70-74;221
Česko;Zemřelí;Celkem; 51. týden 2008;75-79;338
Česko;Zemřelí;Celkem; 51. týden 2008;80-84;396
Česko;Zemřelí;Celkem; 51. týden 2008;85-89;338
Česko;Zemřelí;Celkem; 51. týden 2008;90 a více;159
Česko;Zemřelí;Celkem; 50. týden 2008;0-4;6
Česko;Zemřelí;Celkem; 50. týden 2008;5-9;3
Česko;Zemřelí;Celkem; 50. týden 2008;10-14;1
Česko;Zemřelí;Celkem; 50. týden 2008;15-19;1
Česko;Zemřelí;Celkem; 50. týden 2008;20-24;7
Česko;Zemřelí;Celkem; 50. týden 2008;25-29;7
Česko;Zemřelí;Celkem; 50. týden 2008;30-34;6
Česko;Zemřelí;Celkem; 50. týden 2008;35-39;18
Česko;Zemřelí;Celkem; 50. týden 2008;40-44;32
Česko;Zemřelí;Celkem; 50. týden 2008;45-49;36
Česko;Zemřelí;Celkem; 50. týden 2008;50-54;83
Česko;Zemřelí;Celkem; 50. týden 2008;55-59;131
Česko;Zemřelí;Celkem; 50. týden 2008;60-64;194
Česko;Zemřelí;Celkem; 50. týden 2008;65-69;153
Česko;Zemřelí;Celkem; 50. týden 2008;70-74;220
Česko;Zemřelí;Celkem; 50. týden 2008;75-79;317
Česko;Zemřelí;Celkem; 50. týden 2008;80-84;355
Česko;Zemřelí;Celkem; 50. týden 2008;85-89;340
Česko;Zemřelí;Celkem; 50. týden 2008;90 a více;147
Česko;Zemřelí;Celkem; 49. týden 2008;0-4;10
Česko;Zemřelí;Celkem; 49. týden 2008;5-9;1
Česko;Zemřelí;Celkem; 49. týden 2008;10-14;1
Česko;Zemřelí;Celkem; 49. týden 2008;15-19;6
Česko;Zemřelí;Celkem; 49. týden 2008;20-24;13
Česko;Zemřelí;Celkem; 49. týden 2008;25-29;9
Česko;Zemřelí;Celkem; 49. týden 2008;30-34;10
Česko;Zemřelí;Celkem; 49. týden 2008;35-39;17
Česko;Zemřelí;Celkem; 49. týden 2008;40-44;24
Česko;Zemřelí;Celkem; 49. týden 2008;45-49;31
Česko;Zemřelí;Celkem; 49. týden 2008;50-54;88
Česko;Zemřelí;Celkem; 49. týden 2008;55-59;128
Česko;Zemřelí;Celkem; 49. týden 2008;60-64;175
Česko;Zemřelí;Celkem; 49. týden 2008;65-69;176
Česko;Zemřelí;Celkem; 49. týden 2008;70-74;183
Česko;Zemřelí;Celkem; 49. týden 2008;75-79;327
Česko;Zemřelí;Celkem; 49. týden 2008;80-84;374
Česko;Zemřelí;Celkem; 49. týden 2008;85-89;358
Česko;Zemřelí;Celkem; 49. týden 2008;90 a více;139
Česko;Zemřelí;Celkem; 48. týden 2008;0-4;5
Česko;Zemřelí;Celkem; 48. týden 2008;5-9;0
Česko;Zemřelí;Celkem; 48. týden 2008;10-14;0
Česko;Zemřelí;Celkem; 48. týden 2008;15-19;7
Česko;Zemřelí;Celkem; 48. týden 2008;20-24;6
Česko;Zemřelí;Celkem; 48. týden 2008;25-29;9
Česko;Zemřelí;Celkem; 48. týden 2008;30-34;17
Česko;Zemřelí;Celkem; 48. týden 2008;35-39;15
Česko;Zemřelí;Celkem; 48. týden 2008;40-44;23
Česko;Zemřelí;Celkem; 48. týden 2008;45-49;39
Česko;Zemřelí;Celkem; 48. týden 2008;50-54;91
Česko;Zemřelí;Celkem; 48. týden 2008;55-59;142
Česko;Zemřelí;Celkem; 48. týden 2008;60-64;199
Česko;Zemřelí;Celkem; 48. týden 2008;65-69;201
Česko;Zemřelí;Celkem; 48. týden 2008;70-74;227
Česko;Zemřelí;Celkem; 48. týden 2008;75-79;299
Česko;Zemřelí;Celkem; 48. týden 2008;80-84;349
Česko;Zemřelí;Celkem; 48. týden 2008;85-89;307
Česko;Zemřelí;Celkem; 48. týden 2008;90 a více;141
Česko;Zemřelí;Celkem; 47. týden 2008;0-4;13
Česko;Zemřelí;Celkem; 47. týden 2008;5-9;0
Česko;Zemřelí;Celkem; 47. týden 2008;10-14;1
Česko;Zemřelí;Celkem; 47. týden 2008;15-19;3
Česko;Zemřelí;Celkem; 47. týden 2008;20-24;5
Česko;Zemřelí;Celkem; 47. týden 2008;25-29;11
Česko;Zemřelí;Celkem; 47. týden 2008;30-34;13
Česko;Zemřelí;Celkem; 47. týden 2008;35-39;14
Česko;Zemřelí;Celkem; 47. týden 2008;40-44;26
Česko;Zemřelí;Celkem; 47. týden 2008;45-49;42
Česko;Zemřelí;Celkem; 47. týden 2008;50-54;61
Česko;Zemřelí;Celkem; 47. týden 2008;55-59;125
Česko;Zemřelí;Celkem; 47. týden 2008;60-64;199
Česko;Zemřelí;Celkem; 47. týden 2008;65-69;178
Česko;Zemřelí;Celkem; 47. týden 2008;70-74;189
Česko;Zemřelí;Celkem; 47. týden 2008;75-79;280
Česko;Zemřelí;Celkem; 47. týden 2008;80-84;365
Česko;Zemřelí;Celkem; 47. týden 2008;85-89;319
Česko;Zemřelí;Celkem; 47. týden 2008;90 a více;137
Česko;Zemřelí;Celkem; 46. týden 2008;0-4;5
Česko;Zemřelí;Celkem; 46. týden 2008;5-9;0
Česko;Zemřelí;Celkem; 46. týden 2008;10-14;1
Česko;Zemřelí;Celkem; 46. týden 2008;15-19;4
Česko;Zemřelí;Celkem; 46. týden 2008;20-24;6
Česko;Zemřelí;Celkem; 46. týden 2008;25-29;13
Česko;Zemřelí;Celkem; 46. týden 2008;30-34;19
Česko;Zemřelí;Celkem; 46. týden 2008;35-39;14
Česko;Zemřelí;Celkem; 46. týden 2008;40-44;23
Česko;Zemřelí;Celkem; 46. týden 2008;45-49;41
Česko;Zemřelí;Celkem; 46. týden 2008;50-54;72
Česko;Zemřelí;Celkem; 46. týden 2008;55-59;125
Česko;Zemřelí;Celkem; 46. týden 2008;60-64;165
Česko;Zemřelí;Celkem; 46. týden 2008;65-69;164
Česko;Zemřelí;Celkem; 46. týden 2008;70-74;173
Česko;Zemřelí;Celkem; 46. týden 2008;75-79;316
Česko;Zemřelí;Celkem; 46. týden 2008;80-84;364
Česko;Zemřelí;Celkem; 46. týden 2008;85-89;301
Česko;Zemřelí;Celkem; 46. týden 2008;90 a více;129
Česko;Zemřelí;Celkem; 45. týden 2008;0-4;7
Česko;Zemřelí;Celkem; 45. týden 2008;5-9;1
Česko;Zemřelí;Celkem; 45. týden 2008;10-14;4
Česko;Zemřelí;Celkem; 45. týden 2008;15-19;3
Česko;Zemřelí;Celkem; 45. týden 2008;20-24;3
Česko;Zemřelí;Celkem; 45. týden 2008;25-29;9
Česko;Zemřelí;Celkem; 45. týden 2008;30-34;13
Česko;Zemřelí;Celkem; 45. týden 2008;35-39;19
Česko;Zemřelí;Celkem; 45. týden 2008;40-44;19
Česko;Zemřelí;Celkem; 45. týden 2008;45-49;29
Česko;Zemřelí;Celkem; 45. týden 2008;50-54;54
Česko;Zemřelí;Celkem; 45. týden 2008;55-59;147
Česko;Zemřelí;Celkem; 45. týden 2008;60-64;168
Česko;Zemřelí;Celkem; 45. týden 2008;65-69;159
Česko;Zemřelí;Celkem; 45. týden 2008;70-74;219
Česko;Zemřelí;Celkem; 45. týden 2008;75-79;270
Česko;Zemřelí;Celkem; 45. týden 2008;80-84;365
Česko;Zemřelí;Celkem; 45. týden 2008;85-89;316
Česko;Zemřelí;Celkem; 45. týden 2008;90 a více;132
Česko;Zemřelí;Celkem; 44. týden 2008;0-4;7
Česko;Zemřelí;Celkem; 44. týden 2008;5-9;0
Česko;Zemřelí;Celkem; 44. týden 2008;10-14;1
Česko;Zemřelí;Celkem; 44. týden 2008;15-19;8
Česko;Zemřelí;Celkem; 44. týden 2008;20-24;6
Česko;Zemřelí;Celkem; 44. týden 2008;25-29;10
Česko;Zemřelí;Celkem; 44. týden 2008;30-34;17
Česko;Zemřelí;Celkem; 44. týden 2008;35-39;12
Česko;Zemřelí;Celkem; 44. týden 2008;40-44;34
Česko;Zemřelí;Celkem; 44. týden 2008;45-49;35
Česko;Zemřelí;Celkem; 44. týden 2008;50-54;73
Česko;Zemřelí;Celkem; 44. týden 2008;55-59;124
Česko;Zemřelí;Celkem; 44. týden 2008;60-64;178
Česko;Zemřelí;Celkem; 44. týden 2008;65-69;181
Česko;Zemřelí;Celkem; 44. týden 2008;70-74;200
Česko;Zemřelí;Celkem; 44. týden 2008;75-79;275
Česko;Zemřelí;Celkem; 44. týden 2008;80-84;367
Česko;Zemřelí;Celkem; 44. týden 2008;85-89;309
Česko;Zemřelí;Celkem; 44. týden 2008;90 a více;132
Česko;Zemřelí;Celkem; 43. týden 2008;0-4;8
Česko;Zemřelí;Celkem; 43. týden 2008;5-9;2
Česko;Zemřelí;Celkem; 43. týden 2008;10-14;0
Česko;Zemřelí;Celkem; 43. týden 2008;15-19;4
Česko;Zemřelí;Celkem; 43. týden 2008;20-24;6
Česko;Zemřelí;Celkem; 43. týden 2008;25-29;4
Česko;Zemřelí;Celkem; 43. týden 2008;30-34;7
Česko;Zemřelí;Celkem; 43. týden 2008;35-39;15
Česko;Zemřelí;Celkem; 43. týden 2008;40-44;30
Česko;Zemřelí;Celkem; 43. týden 2008;45-49;28
Česko;Zemřelí;Celkem; 43. týden 2008;50-54;82
Česko;Zemřelí;Celkem; 43. týden 2008;55-59;134
Česko;Zemřelí;Celkem; 43. týden 2008;60-64;167
Česko;Zemřelí;Celkem; 43. týden 2008;65-69;179
Česko;Zemřelí;Celkem; 43. týden 2008;70-74;214
Česko;Zemřelí;Celkem; 43. týden 2008;75-79;289
Česko;Zemřelí;Celkem; 43. týden 2008;80-84;375
Česko;Zemřelí;Celkem; 43. týden 2008;85-89;285
Česko;Zemřelí;Celkem; 43. týden 2008;90 a více;116
Česko;Zemřelí;Celkem; 42. týden 2008;0-4;3
Česko;Zemřelí;Celkem; 42. týden 2008;5-9;0
Česko;Zemřelí;Celkem; 42. týden 2008;10-14;0
Česko;Zemřelí;Celkem; 42. týden 2008;15-19;3
Česko;Zemřelí;Celkem; 42. týden 2008;20-24;5
Česko;Zemřelí;Celkem; 42. týden 2008;25-29;6
Česko;Zemřelí;Celkem; 42. týden 2008;30-34;10
Česko;Zemřelí;Celkem; 42. týden 2008;35-39;13
Česko;Zemřelí;Celkem; 42. týden 2008;40-44;14
Česko;Zemřelí;Celkem; 42. týden 2008;45-49;33
Česko;Zemřelí;Celkem; 42. týden 2008;50-54;70
Česko;Zemřelí;Celkem; 42. týden 2008;55-59;131
Česko;Zemřelí;Celkem; 42. týden 2008;60-64;182
Česko;Zemřelí;Celkem; 42. týden 2008;65-69;179
Česko;Zemřelí;Celkem; 42. týden 2008;70-74;195
Česko;Zemřelí;Celkem; 42. týden 2008;75-79;290
Česko;Zemřelí;Celkem; 42. týden 2008;80-84;353
Česko;Zemřelí;Celkem; 42. týden 2008;85-89;315
Česko;Zemřelí;Celkem; 42. týden 2008;90 a více;122
Česko;Zemřelí;Celkem; 41. týden 2008;0-4;6
Česko;Zemřelí;Celkem; 41. týden 2008;5-9;0
Česko;Zemřelí;Celkem; 41. týden 2008;10-14;2
Česko;Zemřelí;Celkem; 41. týden 2008;15-19;7
Česko;Zemřelí;Celkem; 41. týden 2008;20-24;5
Česko;Zemřelí;Celkem; 41. týden 2008;25-29;12
Česko;Zemřelí;Celkem; 41. týden 2008;30-34;12
Česko;Zemřelí;Celkem; 41. týden 2008;35-39;14
Česko;Zemřelí;Celkem; 41. týden 2008;40-44;26
Česko;Zemřelí;Celkem; 41. týden 2008;45-49;52
Česko;Zemřelí;Celkem; 41. týden 2008;50-54;83
Česko;Zemřelí;Celkem; 41. týden 2008;55-59;127
Česko;Zemřelí;Celkem; 41. týden 2008;60-64;194
Česko;Zemřelí;Celkem; 41. týden 2008;65-69;169
Česko;Zemřelí;Celkem; 41. týden 2008;70-74;187
Česko;Zemřelí;Celkem; 41. týden 2008;75-79;322
Česko;Zemřelí;Celkem; 41. týden 2008;80-84;347
Česko;Zemřelí;Celkem; 41. týden 2008;85-89;289
Česko;Zemřelí;Celkem; 41. týden 2008;90 a více;140
Česko;Zemřelí;Celkem; 40. týden 2008;0-4;7
Česko;Zemřelí;Celkem; 40. týden 2008;5-9;0
Česko;Zemřelí;Celkem; 40. týden 2008;10-14;0
Česko;Zemřelí;Celkem; 40. týden 2008;15-19;3
Česko;Zemřelí;Celkem; 40. týden 2008;20-24;10
Česko;Zemřelí;Celkem; 40. týden 2008;25-29;9
Česko;Zemřelí;Celkem; 40. týden 2008;30-34;17
Česko;Zemřelí;Celkem; 40. týden 2008;35-39;16
Česko;Zemřelí;Celkem; 40. týden 2008;40-44;14
Česko;Zemřelí;Celkem; 40. týden 2008;45-49;33
Česko;Zemřelí;Celkem; 40. týden 2008;50-54;74
Česko;Zemřelí;Celkem; 40. týden 2008;55-59;122
Česko;Zemřelí;Celkem; 40. týden 2008;60-64;168
Česko;Zemřelí;Celkem; 40. týden 2008;65-69;193
Česko;Zemřelí;Celkem; 40. týden 2008;70-74;199
Česko;Zemřelí;Celkem; 40. týden 2008;75-79;309
Česko;Zemřelí;Celkem; 40. týden 2008;80-84;374
Česko;Zemřelí;Celkem; 40. týden 2008;85-89;307
Česko;Zemřelí;Celkem; 40. týden 2008;90 a více;139
Česko;Zemřelí;Celkem; 39. týden 2008;0-4;6
Česko;Zemřelí;Celkem; 39. týden 2008;5-9;0
Česko;Zemřelí;Celkem; 39. týden 2008;10-14;0
Česko;Zemřelí;Celkem; 39. týden 2008;15-19;5
Česko;Zemřelí;Celkem; 39. týden 2008;20-24;18
Česko;Zemřelí;Celkem; 39. týden 2008;25-29;10
Česko;Zemřelí;Celkem; 39. týden 2008;30-34;15
Česko;Zemřelí;Celkem; 39. týden 2008;35-39;19
Česko;Zemřelí;Celkem; 39. týden 2008;40-44;30
Česko;Zemřelí;Celkem; 39. týden 2008;45-49;29
Česko;Zemřelí;Celkem; 39. týden 2008;50-54;77
Česko;Zemřelí;Celkem; 39. týden 2008;55-59;105
Česko;Zemřelí;Celkem; 39. týden 2008;60-64;166
Česko;Zemřelí;Celkem; 39. týden 2008;65-69;162
Česko;Zemřelí;Celkem; 39. týden 2008;70-74;199
Česko;Zemřelí;Celkem; 39. týden 2008;75-79;272
Česko;Zemřelí;Celkem; 39. týden 2008;80-84;360
Česko;Zemřelí;Celkem; 39. týden 2008;85-89;281
Česko;Zemřelí;Celkem; 39. týden 2008;90 a více;139
Česko;Zemřelí;Celkem; 38. týden 2008;0-4;6
Česko;Zemřelí;Celkem; 38. týden 2008;5-9;1
Česko;Zemřelí;Celkem; 38. týden 2008;10-14;0
Česko;Zemřelí;Celkem; 38. týden 2008;15-19;6
Česko;Zemřelí;Celkem; 38. týden 2008;20-24;5
Česko;Zemřelí;Celkem; 38. týden 2008;25-29;5
Česko;Zemřelí;Celkem; 38. týden 2008;30-34;15
Česko;Zemřelí;Celkem; 38. týden 2008;35-39;21
Česko;Zemřelí;Celkem; 38. týden 2008;40-44;16
Česko;Zemřelí;Celkem; 38. týden 2008;45-49;32
Česko;Zemřelí;Celkem; 38. týden 2008;50-54;79
Česko;Zemřelí;Celkem; 38. týden 2008;55-59;123
Česko;Zemřelí;Celkem; 38. týden 2008;60-64;183
Česko;Zemřelí;Celkem; 38. týden 2008;65-69;167
Česko;Zemřelí;Celkem; 38. týden 2008;70-74;180
Česko;Zemřelí;Celkem; 38. týden 2008;75-79;289
Česko;Zemřelí;Celkem; 38. týden 2008;80-84;352
Česko;Zemřelí;Celkem; 38. týden 2008;85-89;262
