Ukazatel,Území,Odvětví,Čtvrtletí,value
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2008,190711
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2008,196983
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2009,153534
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2009,165544
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2009,170351
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2009,173118
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2010,152070
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2010,170450
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2010,176518
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2010,178004
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2011,150863
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2011,171205
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2011,173409
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2011,176085
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2012,151226
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2012,170598
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2012,173531
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2012,177881
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2013,148984
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2013,169054
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2013,172336
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2013,178594
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2014,155741
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2014,177567
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2014,183505
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2014,188545
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2015,165479
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2015,189460
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2015,199419
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2015,208611
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2016,178778
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2016,201899
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2016,203513
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2016,208814
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2017,187835
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2017,220672
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2017,227178
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2017,233578
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2018,202931
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2018,229979
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2018,232107
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2018,241572
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2019,212445
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2019,242953
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2019,249996
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2019,253524
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2020,212334
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2020,209544
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2020,247099
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2020,236776
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2021,205702
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2021,246817
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2021,277695
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2021,281111
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2022,249942
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2022,283763
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2022,298539
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2022,308384
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2023,272795
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2023,310193
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2023,321848
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2023,317895
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2024,280415
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2024,326983
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",3. čtvrtletí 2024,343907
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",4. čtvrtletí 2024,335484
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",1. čtvrtletí 2025,295494
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Obchod, doprava, ubytování a pohostinství",2. čtvrtletí 2025,344156
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 1995,8373
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 1995,9527
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 1995,10888
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 1995,14920
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 1996,11508
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 1996,12498
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 1996,13980
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 1996,19070
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 1997,14279
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 1997,15491
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 1997,17852
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 1997,22570
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 1998,15930
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 1998,17117
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 1998,18732
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 1998,24120
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 1999,16911
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 1999,17980
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 1999,20019
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 1999,26312
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2000,20021
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2000,20742
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2000,23425
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2000,28884
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2001,21534
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2001,22441
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2001,25196
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2001,31491
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2002,24030
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2002,25225
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2002,27741
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2002,32812
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2003,27098
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2003,27009
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2003,27351
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2003,35659
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2004,26837
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2004,28081
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2004,30395
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2004,38872
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2005,29066
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2005,32031
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2005,35545
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2005,43722
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2006,34426
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2006,36790
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2006,38413
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2006,46980
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2007,39436
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2007,42006
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2007,44133
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2007,51071
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2008,41974
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2008,43812
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2008,45746
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2008,52174
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2009,41678
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2009,44267
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2009,45185
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2009,53400
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2010,42188
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2010,44132
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2010,44124
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2010,50698
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2011,43127
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2011,44163
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2011,44823
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2011,51002
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2012,42398
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2012,44429
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2012,43678
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2012,51083
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2013,43408
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2013,44041
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2013,42715
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2013,50990
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2014,42365
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2014,47257
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2014,46542
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2014,55039
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2015,45501
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2015,49278
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2015,50428
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2015,60763
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2016,50708
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2016,52867
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2016,52599
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2016,63109
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2017,54267
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2017,58382
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2017,58856
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2017,71117
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2018,62541
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2018,65132
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2018,64775
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2018,79396
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2019,75583
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2019,78557
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2019,76035
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2019,92543
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2020,83637
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2020,84121
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2020,79830
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2020,97126
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2021,93156
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2021,95228
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2021,93935
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2021,109961
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2022,103983
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2022,104020
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2022,103116
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2022,120060
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2023,115897
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2023,118868
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2023,116756
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2023,133850
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2024,122622
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2024,128016
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,3. čtvrtletí 2024,128349
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,4. čtvrtletí 2024,145281
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,1. čtvrtletí 2025,135339
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Informační a komunikační činnosti,2. čtvrtletí 2025,142199
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 1995,10020
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 1995,12756
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 1995,14302
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 1995,11993
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 1996,12321
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 1996,13167
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 1996,14284
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 1996,14022
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 1997,12575
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 1997,16528
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 1997,12662
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 1997,15779
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 1998,16412
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 1998,24362
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 1998,18690
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 1998,19420
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 1999,18301
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 1999,21129
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 1999,17114
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 1999,18819
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2000,15121
