Ukazatel,Ekonomické subjekty ,Území,Čtvrtletí,value
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2025,108861.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2025,108413.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2025,108116.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2024,107897.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2024,107706.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2024,107145.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2024,107427.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2023,107603.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2023,107498.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2023,107499.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2023,108892.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2022,118115.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2022,118869.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2022,118640.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2022,118233.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2021,117927.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2021,117456.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2021,117102.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2021,116411.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2020,116360.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2019,114721.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2018,114688.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2017,113143.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2016,111816.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2015,110643.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2014,108800.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2013,107395.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2012,106578.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2011,105185.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2010,103510.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2009,100954.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2008,101703.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2007,98957.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2006,97159.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2005,95715.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2004,95816.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2003,94646.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2002,90074.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,4. čtvrtletí 2001,86895.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Kraj Vysočina,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2025,326857.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2025,324728.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2025,322915.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2024,321073.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2024,319241.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2024,317221.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2024,317344.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2023,316213.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2023,315093.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2023,314432.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2023,321230.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2022,335762.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2022,336538.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2022,335069.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2022,333476.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2021,332277.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2021,330659.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2021,329083.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2021,327139.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2020,326100.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2019,320758.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2019,
