Území;Ukazatel;Očištění;Typ indexu;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2012;96.4693237048
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2012;96.9929062301
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2012;98.0328288684
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2012;97.9283206249
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2012;97.3950519397
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2012;96.7634489171
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2012;94.41062442
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2012;93.7024522991
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2012;89.8866855647
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2012;86.2015297208
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2011;100.3745740757
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2011;100.6319321561
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2011;102.5796867719
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2011;105.5818050196
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2011;106.8236381025
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2011;107.2615456361
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2011;106.8315049434
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2011;106.0755139739
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2011;102.0942222837
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2011;99.6435839568
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2011;103.0244184309
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2011;103.7561854879
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2010;97.9204377241
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2010;98.2699062836
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2010;97.1364480627
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2010;95.7460291912
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2010;95.0730679637
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2010;93.8821683054
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2010;92.5899505821
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2010;90.5054310937
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2010;86.9402418619
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2010;85.2050628161
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2010;84.5164474551
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2010;86.7220596516
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2009;93.6981745822
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2009;93.5902553436
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2009;94.1738824054
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2009;92.7885140388
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2009;91.6465741628
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2009;90.7868998298
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2009;90.640031675
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2009;91.1345949861
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2009;93.7522672174
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2009;94.2706423682
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2009;91.6545717309
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2009;94.0393307313
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2008;97.3844384005
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2008;97.4527952484
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2008;97.0285204807
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2008;98.2960076187
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2008;99.0353438176
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2008;101.0273517617
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2008;101.3899362169
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2008;103.0794535186
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2008;104.83562532
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2008;106.1748162941
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2008;108.4666365475
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2008;111.0329572682
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2007;98.0827945445
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2007;97.8489242979
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2007;97.7688796334
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2007;97.3464150503
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2007;97.7848939159
