Stát,Kumulace měsíců,Ukazatel,value
Česko,listopad 2022,Počet stavebních povolení v ČR,79347.0
Česko,listopad 2022,Počet vydaných stavebních povolení - budovy,45386.0
Česko,listopad 2022,Počet vydaných stavebních povolení - budovy bytové,29706.0
Česko,listopad 2022,Počet vydaných stavebních povolení - budovy nebytové,15680.0
Česko,listopad 2022,Počet vydaných stavebních povolení - inženýrské stavby,33961.0
Česko,listopad 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",463263.0
Česko,listopad 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",314285.0
Česko,listopad 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",169793.0
Česko,listopad 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",144492.0
Česko,listopad 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",148978.0
Česko,říjen 2022,Počet stavebních povolení v ČR,72373.0
Česko,říjen 2022,Počet vydaných stavebních povolení - budovy,41561.0
Česko,říjen 2022,Počet vydaných stavebních povolení - budovy bytové,27282.0
Česko,říjen 2022,Počet vydaných stavebních povolení - budovy nebytové,14279.0
Česko,říjen 2022,Počet vydaných stavebních povolení - inženýrské stavby,30812.0
Česko,říjen 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",421450.0
Česko,říjen 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",290778.0
Česko,říjen 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",155099.0
Česko,říjen 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",135679.0
Česko,říjen 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",130672.0
Česko,září 2022,Počet stavebních povolení v ČR,65194.0
Česko,září 2022,Počet vydaných stavebních povolení - budovy,37550.0
Česko,září 2022,Počet vydaných stavebních povolení - budovy bytové,24780.0
Česko,září 2022,Počet vydaných stavebních povolení - budovy nebytové,12770.0
Česko,září 2022,Počet vydaných stavebních povolení - inženýrské stavby,27644.0
Česko,září 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",382900.0
Česko,září 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",262977.0
Česko,září 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",141724.0
Česko,září 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",121253.0
Česko,září 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",119923.0
Česko,srpen 2022,Počet stavebních povolení v ČR,58410.0
Česko,srpen 2022,Počet vydaných stavebních povolení - budovy,33677.0
Česko,srpen 2022,Počet vydaných stavebních povolení - budovy bytové,22288.0
Česko,srpen 2022,Počet vydaných stavebních povolení - budovy nebytové,11389.0
Česko,srpen 2022,Počet vydaných stavebních povolení - inženýrské stavby,24733.0
Česko,srpen 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",341755.0
Česko,srpen 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",238142.0
Česko,srpen 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",129744.0
Česko,srpen 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",108398.0
Česko,srpen 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",103613.0
Česko,červenec 2022,Počet stavebních povolení v ČR,50984.0
Česko,červenec 2022,Počet vydaných stavebních povolení - budovy,29444.0
Česko,červenec 2022,Počet vydaných stavebních povolení - budovy bytové,19603.0
Česko,červenec 2022,Počet vydaných stavebních povolení - budovy nebytové,9841.0
Česko,červenec 2022,Počet vydaných stavebních povolení - inženýrské stavby,21540.0
Česko,červenec 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",303532.0
Česko,červenec 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",210204.0
Česko,červenec 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",113082.0
Česko,červenec 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",97122.0
Česko,červenec 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",93328.0
Česko,červen 2022,Počet stavebních povolení v ČR,44058.0
Česko,červen 2022,Počet vydaných stavebních povolení - budovy,25498.0
Česko,červen 2022,Počet vydaných stavebních povolení - budovy bytové,17047.0
Česko,červen 2022,Počet vydaných stavebních povolení - budovy nebytové,8451.0
Česko,červen 2022,Počet vydaných stavebních povolení - inženýrské stavby,18560.0
Česko,červen 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",268825.0
Česko,červen 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",186583.0
Česko,červen 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",99723.0
Česko,červen 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",86860.0
Česko,červen 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",82242.0
Česko,květen 2022,Počet stavebních povolení v ČR,36656.0
Česko,květen 2022,Počet vydaných stavebních povolení - budovy,21254.0
Česko,květen 2022,Počet vydaných stavebních povolení - budovy bytové,14307.0
Česko,květen 2022,Počet vydaných stavebních povolení - budovy nebytové,6947.0
Česko,květen 2022,Počet vydaných stavebních povolení - inženýrské stavby,15402.0
Česko,květen 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",217326.0
Česko,květen 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",151485.0
Česko,květen 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",85193.0
Česko,květen 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",66292.0
Česko,květen 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",65841.0
Česko,duben 2022,Počet stavebních povolení v ČR,28652.0
Česko,duben 2022,Počet vydaných stavebních povolení - budovy,16457.0
Česko,duben 2022,Počet vydaných stavebních povolení - budovy bytové,11073.0
Česko,duben 2022,Počet vydaných stavebních povolení - budovy nebytové,5384.0
Česko,duben 2022,Počet vydaných stavebních povolení - inženýrské stavby,12195.0
Česko,duben 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",167521.0
Česko,duben 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",112806.0
Česko,duben 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",63155.0
Česko,duben 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",49651.0
Česko,duben 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",54715.0
Česko,březen 2022,Počet stavebních povolení v ČR,21482.0
Česko,březen 2022,Počet vydaných stavebních povolení - budovy,12291.0
Česko,březen 2022,Počet vydaných stavebních povolení - budovy bytové,8301.0
Česko,březen 2022,Počet vydaných stavebních povolení - budovy nebytové,3990.0
Česko,březen 2022,Počet vydaných stavebních povolení - inženýrské stavby,9191.0
Česko,březen 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",120312.0
Česko,březen 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",87989.0
Česko,březen 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",47784.0
Česko,březen 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",40205.0
Česko,březen 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",32323.0
Česko,únor 2022,Počet stavebních povolení v ČR,13631.0
Česko,únor 2022,Počet vydaných stavebních povolení - budovy,7820.0
Česko,únor 2022,Počet vydaných stavebních povolení - budovy bytové,5330.0
Česko,únor 2022,Počet vydaných stavebních povolení - budovy nebytové,2490.0
Česko,únor 2022,Počet vydaných stavebních povolení - inženýrské stavby,5811.0
Česko,únor 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",73283.0
Česko,únor 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",53619.0
Česko,únor 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",29503.0
Česko,únor 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",24116.0
Česko,únor 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",19664.0
Česko,leden 2022,Počet stavebních povolení v ČR,6737.0
Česko,leden 2022,Počet vydaných stavebních povolení - budovy,3899.0
Česko,leden 2022,Počet vydaných stavebních povolení - budovy bytové,2684.0
Česko,leden 2022,Počet vydaných stavebních povolení - budovy nebytové,1215.0
Česko,leden 2022,Počet vydaných stavebních povolení - inženýrské stavby,2838.0
Česko,leden 2022,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",33535.0
Česko,leden 2022,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",23694.0
Česko,leden 2022,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",14600.0
Česko,leden 2022,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",9094.0
Česko,leden 2022,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",9841.0
Česko,prosinec 2021,Počet stavebních povolení v ČR,90962.0
Česko,prosinec 2021,Počet vydaných stavebních povolení - budovy,52601.0
Česko,prosinec 2021,Počet vydaných stavebních povolení - budovy bytové,33995.0
Česko,prosinec 2021,Počet vydaných stavebních povolení - budovy nebytové,18606.0
Česko,prosinec 2021,Počet vydaných stavebních povolení - inženýrské stavby,38361.0
Česko,prosinec 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",521373.0
Česko,prosinec 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",322597.0
Česko,prosinec 2021,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",172919.0
Česko,prosinec 2021,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",149678.0
Česko,prosinec 2021,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",198776.0
Česko,listopad 2021,Počet stavebních povolení v ČR,83019.0
Česko,listopad 2021,Počet vydaných stavebních povolení - budovy,47920.0
Česko,listopad 2021,Počet vydaných stavebních povolení - budovy bytové,30836.0
Česko,listopad 2021,Počet vydaných stavebních povolení - budovy nebytové,17084.0
Česko,listopad 2021,Počet vydaných stavebních povolení - inženýrské stavby,35099.0
Česko,listopad 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",474162.0
Česko,listopad 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",291817.0
Česko,listopad 2021,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",154566.0
Česko,listopad 2021,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",137251.0
Česko,listopad 2021,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",182345.0
Česko,říjen 2021,Počet stavebních povolení v ČR,75580.0
Česko,říjen 2021,Počet vydaných stavebních povolení - budovy,43683.0
Česko,říjen 2021,Počet vydaných stavebních povolení - budovy bytové,28153.0
Česko,říjen 2021,Počet vydaných stavebních povolení - budovy nebytové,15530.0
Česko,říjen 2021,Počet vydaných stavebních povolení - inženýrské stavby,31897.0
Česko,říjen 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",421827.0
Česko,říjen 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",267426.0
Česko,říjen 2021,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",141817.0
Česko,říjen 2021,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",125609.0
Česko,říjen 2021,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",154401.0
Česko,září 2021,Počet stavebních povolení v ČR,67902.0
Česko,září 2021,Počet vydaných stavebních povolení - budovy,39294.0
Česko,září 2021,Počet vydaných stavebních povolení - budovy bytové,25327.0
Česko,září 2021,Počet vydaných stavebních povolení - budovy nebytové,13967.0
Česko,září 2021,Počet vydaných stavebních povolení - inženýrské stavby,28608.0
Česko,září 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",387488.0
Česko,září 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",240121.0
Česko,září 2021,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",127474.0
Česko,září 2021,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",112647.0
Česko,září 2021,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",147367.0
Česko,srpen 2021,Počet stavebních povolení v ČR,60392.0
Česko,srpen 2021,Počet vydaných stavebních povolení - budovy,34976.0
Česko,srpen 2021,Počet vydaných stavebních povolení - budovy bytové,22475.0
Česko,srpen 2021,Počet vydaných stavebních povolení - budovy nebytové,12501.0
Česko,srpen 2021,Počet vydaných stavebních povolení - inženýrské stavby,25416.0
Česko,srpen 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",352244.0
Česko,srpen 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",213903.0
Česko,srpen 2021,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",110965.0
Česko,srpen 2021,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",102938.0
Česko,srpen 2021,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",138341.0
Česko,červenec 2021,Počet stavebních povolení v ČR,52221.0
Česko,červenec 2021,Počet vydaných stavebních povolení - budovy,30231.0
Česko,červenec 2021,Počet vydaných stavebních povolení - budovy bytové,19365.0
Česko,červenec 2021,Počet vydaných stavebních povolení - budovy nebytové,10866.0
Česko,červenec 2021,Počet vydaných stavebních povolení - inženýrské stavby,21990.0
Česko,červenec 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",311426.0
Česko,červenec 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",181324.0
Česko,červenec 2021,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",92456.0
Česko,červenec 2021,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",88868.0
Česko,červenec 2021,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",130102.0
Česko,červen 2021,Počet stavebních povolení v ČR,44581.0
Česko,červen 2021,Počet vydaných stavebních povolení - budovy,25810.0
Česko,červen 2021,Počet vydaných stavebních povolení - budovy bytové,16508.0
Česko,červen 2021,Počet vydaných stavebních povolení - budovy nebytové,9302.0
Česko,červen 2021,Počet vydaných stavebních povolení - inženýrské stavby,18771.0
Česko,červen 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",222825.0
Česko,červen 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",151025.0
Česko,červen 2021,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",76781.0
Česko,červen 2021,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",74244.0
Česko,červen 2021,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",71800.0
Česko,květen 2021,Počet stavebních povolení v ČR,36350.0
Česko,květen 2021,Počet vydaných stavebních povolení - budovy,20882.0
Česko,květen 2021,Počet vydaných stavebních povolení - budovy bytové,13400.0
Česko,květen 2021,Počet vydaných stavebních povolení - budovy nebytové,7482.0
Česko,květen 2021,Počet vydaných stavebních povolení - inženýrské stavby,15468.0
Česko,květen 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",177723.0
Česko,květen 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",116603.0
Česko,květen 2021,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",58904.0
Česko,květen 2021,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",57699.0
Česko,květen 2021,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",61120.0
Česko,duben 2021,Počet stavebních povolení v ČR,27576.0
Česko,duben 2021,Počet vydaných stavebních povolení - budovy,15605.0
Česko,duben 2021,Počet vydaných stavebních povolení - budovy bytové,9969.0
Česko,duben 2021,Počet vydaných stavebních povolení - budovy nebytové,5636.0
Česko,duben 2021,Počet vydaných stavebních povolení - inženýrské stavby,11971.0
Česko,duben 2021,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",140232.0
Česko,duben 2021,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",88323.0
