Kategorie,Čtvrtletí,Oblasti destinačního managementu členěné,Ukazatel,Rezidence,value
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Počet přenocování,Nerezidenti,20962.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Průměrný počet přenocování ,Celkem,2.331270404
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Průměrný počet přenocování ,Rezidenti,2.5058684521
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Jihomoravský kraj,Průměrný počet přenocování ,Nerezidenti,1.7698412698
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Počet hostů,Celkem,69110.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Počet hostů,Rezidenti,52537.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Počet hostů,Nerezidenti,16573.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Počet přenocování,Celkem,149881.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Počet přenocování,Rezidenti,117108.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Počet přenocování,Nerezidenti,32773.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Průměrný počet přenocování ,Celkem,2.1687310085
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Průměrný počet přenocování ,Rezidenti,2.2290576165
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Znojemsko a Podyjí,Průměrný počet přenocování ,Nerezidenti,1.9774935135
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Počet hostů,Celkem,85849.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Počet hostů,Rezidenti,67386.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Počet hostů,Nerezidenti,18463.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Počet přenocování,Celkem,160658.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Počet přenocování,Rezidenti,128681.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Počet přenocování,Nerezidenti,31977.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Průměrný počet přenocování ,Celkem,1.871402113
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Průměrný počet přenocování ,Rezidenti,1.9096103048
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,LVA a Hustopečsko,Průměrný počet přenocování ,Nerezidenti,1.7319503873
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Počet hostů,Celkem,93006.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Počet hostů,Rezidenti,70403.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Počet hostů,Nerezidenti,22603.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Počet přenocování,Celkem,173376.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Počet přenocování,Rezidenti,139000.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Počet přenocování,Nerezidenti,34376.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Průměrný počet přenocování ,Celkem,1.8641377976
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Průměrný počet přenocování ,Rezidenti,1.974347684
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Pálava,Průměrný počet přenocování ,Nerezidenti,1.5208600628
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Počet hostů,Celkem,94287.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Počet hostů,Rezidenti,85437.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Počet hostů,Nerezidenti,8850.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Počet přenocování,Celkem,308150.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Počet přenocování,Rezidenti,288796.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Počet přenocování,Nerezidenti,19354.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Průměrný počet přenocování ,Celkem,3.2682130092
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Průměrný počet přenocování ,Rezidenti,3.3802216838
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-západ,Průměrný počet přenocování ,Nerezidenti,2.1868926554
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Počet hostů,Celkem,130909.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Počet hostů,Rezidenti,97352.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Počet hostů,Nerezidenti,33557.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Počet přenocování,Celkem,302257.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Počet přenocování,Rezidenti,224569.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Počet přenocování,Nerezidenti,77688.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Průměrný počet přenocování ,Celkem,2.3089092423
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Průměrný počet přenocování ,Rezidenti,2.3067733585
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Střední Morava,Průměrný počet přenocování ,Nerezidenti,2.3151056411
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Počet hostů,Celkem,84790.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Počet hostů,Rezidenti,71224.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Počet hostů,Nerezidenti,13566.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Počet přenocování,Celkem,171113.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Počet přenocování,Rezidenti,144349.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Počet přenocování,Nerezidenti,26764.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Průměrný počet přenocování ,Celkem,2.0180799623
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Průměrný počet přenocování ,Rezidenti,2.0266904414
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Valašsko,Průměrný počet přenocování ,Nerezidenti,1.9728733599
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Počet hostů,Celkem,29004.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Počet hostů,Rezidenti,23991.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Počet hostů,Nerezidenti,5013.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Počet přenocování,Celkem,58775.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Počet přenocování,Rezidenti,49395.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Počet přenocování,Nerezidenti,9380.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Průměrný počet přenocování ,Celkem,2.0264446283
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Průměrný počet přenocování ,Rezidenti,2.0588970864
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Kroměřížsko,Průměrný počet přenocování ,Nerezidenti,1.8711350489
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Počet hostů,Celkem,39420.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Počet hostů,Rezidenti,32434.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Počet hostů,Nerezidenti,6986.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Počet přenocování,Celkem,87691.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Počet přenocování,Rezidenti,74129.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Počet přenocování,Nerezidenti,13562.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Průměrný počet přenocování ,Celkem,2.2245306951
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Průměrný počet přenocování ,Rezidenti,2.2855336992
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Slovácko - Zlínský kraj,Průměrný počet přenocování ,Nerezidenti,1.9413111938
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Počet hostů,Celkem,81570.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Počet hostů,Rezidenti,71139.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Počet hostů,Nerezidenti,10431.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Počet přenocování,Celkem,293046.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Počet přenocování,Rezidenti,271272.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Počet přenocování,Nerezidenti,21774.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Průměrný počet přenocování ,Celkem,3.5925707981
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Průměrný počet přenocování ,Rezidenti,3.8132669844
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Zlínsko - Luhačovicko,Průměrný počet přenocování ,Nerezidenti,2.087431694
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Počet hostů,Celkem,92984.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Počet hostů,Rezidenti,78909.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Počet hostů,Nerezidenti,14075.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Počet přenocování,Celkem,186071.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Počet přenocování,Rezidenti,157302.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Počet přenocování,Nerezidenti,28769.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Průměrný počet přenocování ,Celkem,2.0011077175
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Průměrný počet přenocování ,Rezidenti,1.993460822
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Beskydy,Průměrný počet přenocování ,Nerezidenti,2.0439786856
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Počet hostů,Celkem,49453.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Počet hostů,Rezidenti,45087.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Počet hostů,Nerezidenti,4366.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Počet přenocování,Celkem,159115.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Počet přenocování,Rezidenti,149678.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Počet přenocování,Nerezidenti,9437.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Průměrný počet přenocování ,Celkem,3.2174994439
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Průměrný počet přenocování ,Rezidenti,3.3197595759
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Jeseníky-východ,Průměrný počet přenocování ,Nerezidenti,2.1614750344
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Počet hostů,Celkem,25245.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Počet hostů,Rezidenti,20641.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Počet hostů,Nerezidenti,4604.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Počet přenocování,Celkem,51321.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Počet přenocování,Rezidenti,41643.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Počet přenocování,Nerezidenti,9678.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Průměrný počet přenocování ,Celkem,2.0329174094
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Průměrný počet přenocování ,Rezidenti,2.0174894627
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Opavské Slezsko,Průměrný počet přenocování ,Nerezidenti,2.1020851434
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Počet hostů,Celkem,73125.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Počet hostů,Rezidenti,43806.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Počet hostů,Nerezidenti,29319.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Počet přenocování,Celkem,134297.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Počet přenocování,Rezidenti,74763.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Počet přenocování,Nerezidenti,59534.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Průměrný počet přenocování ,Celkem,1.8365401709
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Průměrný počet přenocování ,Rezidenti,1.7066840159
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Ostrava a okolí,Průměrný počet přenocování ,Nerezidenti,2.0305603875
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Počet hostů,Celkem,9358.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Počet hostů,Rezidenti,8029.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Počet hostů,Nerezidenti,1329.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Počet přenocování,Celkem,58316.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Počet přenocování,Rezidenti,54095.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Počet přenocování,Nerezidenti,4221.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Průměrný počet přenocování ,Celkem,6.2316734345
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Průměrný počet přenocování ,Rezidenti,6.7374517375
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Poodří,Průměrný počet přenocování ,Nerezidenti,3.1760722348
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Počet hostů,Celkem,38261.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Počet hostů,Rezidenti,30918.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Počet hostů,Nerezidenti,7343.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Počet přenocování,Celkem,127939.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Počet přenocování,Rezidenti,110604.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Počet přenocování,Nerezidenti,17335.0
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Průměrný počet přenocování ,Celkem,3.3438488278
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Průměrný počet přenocování ,Rezidenti,3.5773335921
Hromadná ubytovací zařízení celkem,2. čtvrtletí 2025,Těšínské Slezsko,Průměrný počet přenocování ,Nerezidenti,2.3607517363
