Území,Země,Měsíce,Ukazatel,value
Česko,Svět celkem,prosinec 2010,Obrat pohybu zboží (meziroční index),127.0
Česko,Svět celkem,listopad 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",241852.0
Česko,Svět celkem,listopad 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",231979.0
Česko,Svět celkem,listopad 2010,Bilance - pohyb zboží (v mil. Kč),9873.0
Česko,Svět celkem,listopad 2010,Obrat - pohyb zboží (v mil. Kč),473831.0
Česko,Svět celkem,listopad 2010,Pohyb zboží z ČR (meziroční index ),122.8
Česko,Svět celkem,listopad 2010,Pohyb zboží do ČR (meziroční index),127.2
Česko,Svět celkem,listopad 2010,Obrat pohybu zboží (meziroční index),124.9
Česko,Svět celkem,říjen 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",234435.0
Česko,Svět celkem,říjen 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",220741.0
Česko,Svět celkem,říjen 2010,Bilance - pohyb zboží (v mil. Kč),13694.0
Česko,Svět celkem,říjen 2010,Obrat - pohyb zboží (v mil. Kč),455176.0
Česko,Svět celkem,říjen 2010,Pohyb zboží z ČR (meziroční index ),118.6
Česko,Svět celkem,říjen 2010,Pohyb zboží do ČR (meziroční index),121.8
Česko,Svět celkem,říjen 2010,Obrat pohybu zboží (meziroční index),120.2
Česko,Svět celkem,září 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",234511.0
Česko,Svět celkem,září 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",223932.0
Česko,Svět celkem,září 2010,Bilance - pohyb zboží (v mil. Kč),10579.0
Česko,Svět celkem,září 2010,Obrat - pohyb zboží (v mil. Kč),458443.0
Česko,Svět celkem,září 2010,Pohyb zboží z ČR (meziroční index ),119.1
Česko,Svět celkem,září 2010,Pohyb zboží do ČR (meziroční index),124.4
Česko,Svět celkem,září 2010,Obrat pohybu zboží (meziroční index),121.7
Česko,Svět celkem,srpen 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",197547.0
Česko,Svět celkem,srpen 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",196840.0
Česko,Svět celkem,srpen 2010,Bilance - pohyb zboží (v mil. Kč),708.0
Česko,Svět celkem,srpen 2010,Obrat - pohyb zboží (v mil. Kč),394387.0
Česko,Svět celkem,srpen 2010,Pohyb zboží z ČR (meziroční index ),123.9
Česko,Svět celkem,srpen 2010,Pohyb zboží do ČR (meziroční index),131.0
Česko,Svět celkem,srpen 2010,Obrat pohybu zboží (meziroční index),127.3
Česko,Svět celkem,červenec 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",200105.0
Česko,Svět celkem,červenec 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",196930.0
Česko,Svět celkem,červenec 2010,Bilance - pohyb zboží (v mil. Kč),3174.0
Česko,Svět celkem,červenec 2010,Obrat - pohyb zboží (v mil. Kč),397035.0
Česko,Svět celkem,červenec 2010,Pohyb zboží z ČR (meziroční index ),116.3
Česko,Svět celkem,červenec 2010,Pohyb zboží do ČR (meziroční index),122.8
Česko,Svět celkem,červenec 2010,Obrat pohybu zboží (meziroční index),119.4
Česko,Svět celkem,červen 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",224436.0
Česko,Svět celkem,červen 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",216722.0
Česko,Svět celkem,červen 2010,Bilance - pohyb zboží (v mil. Kč),7714.0
Česko,Svět celkem,červen 2010,Obrat - pohyb zboží (v mil. Kč),441159.0
Česko,Svět celkem,červen 2010,Pohyb zboží z ČR (meziroční index ),120.3
Česko,Svět celkem,červen 2010,Pohyb zboží do ČR (meziroční index),129.5
Česko,Svět celkem,červen 2010,Obrat pohybu zboží (meziroční index),124.7
Česko,Svět celkem,květen 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",208172.0
Česko,Svět celkem,květen 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",195409.0
Česko,Svět celkem,květen 2010,Bilance - pohyb zboží (v mil. Kč),12764.0
Česko,Svět celkem,květen 2010,Obrat - pohyb zboží (v mil. Kč),403581.0
Česko,Svět celkem,květen 2010,Pohyb zboží z ČR (meziroční index ),125.5
Česko,Svět celkem,květen 2010,Pohyb zboží do ČR (meziroční index),127.0
Česko,Svět celkem,květen 2010,Obrat pohybu zboží (meziroční index),126.2
Česko,Svět celkem,duben 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",200955.0
Česko,Svět celkem,duben 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",187830.0
Česko,Svět celkem,duben 2010,Bilance - pohyb zboží (v mil. Kč),13125.0
Česko,Svět celkem,duben 2010,Obrat - pohyb zboží (v mil. Kč),388786.0
Česko,Svět celkem,duben 2010,Pohyb zboží z ČR (meziroční index ),114.4
Česko,Svět celkem,duben 2010,Pohyb zboží do ČR (meziroční index),115.6
Česko,Svět celkem,duben 2010,Obrat pohybu zboží (meziroční index),115.0
Česko,Svět celkem,březen 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",220197.0
Česko,Svět celkem,březen 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",202999.0
Česko,Svět celkem,březen 2010,Bilance - pohyb zboží (v mil. Kč),17198.0
Česko,Svět celkem,březen 2010,Obrat - pohyb zboží (v mil. Kč),423196.0
Česko,Svět celkem,březen 2010,Pohyb zboží z ČR (meziroční index ),112.8
Česko,Svět celkem,březen 2010,Pohyb zboží do ČR (meziroční index),116.4
Česko,Svět celkem,březen 2010,Obrat pohybu zboží (meziroční index),114.5
Česko,Svět celkem,únor 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",186299.0
Česko,Svět celkem,únor 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",170804.0
Česko,Svět celkem,únor 2010,Bilance - pohyb zboží (v mil. Kč),15496.0
Česko,Svět celkem,únor 2010,Obrat - pohyb zboží (v mil. Kč),357103.0
Česko,Svět celkem,únor 2010,Pohyb zboží z ČR (meziroční index ),111.0
Česko,Svět celkem,únor 2010,Pohyb zboží do ČR (meziroční index),108.0
Česko,Svět celkem,únor 2010,Obrat pohybu zboží (meziroční index),109.6
Česko,Svět celkem,leden 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",176672.0
Česko,Svět celkem,leden 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",159817.0
Česko,Svět celkem,leden 2010,Bilance - pohyb zboží (v mil. Kč),16855.0
Česko,Svět celkem,leden 2010,Obrat - pohyb zboží (v mil. Kč),336489.0
Česko,Svět celkem,leden 2010,Pohyb zboží z ČR (meziroční index ),110.5
Česko,Svět celkem,leden 2010,Pohyb zboží do ČR (meziroční index),102.2
Česko,Svět celkem,leden 2010,Obrat pohybu zboží (meziroční index),106.4
Česko,Svět celkem,prosinec 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",164786.0
Česko,Svět celkem,prosinec 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",162123.0
Česko,Svět celkem,prosinec 2009,Bilance - pohyb zboží (v mil. Kč),2663.0
Česko,Svět celkem,prosinec 2009,Obrat - pohyb zboží (v mil. Kč),326910.0
Česko,Svět celkem,prosinec 2009,Pohyb zboží z ČR (meziroční index ),104.8
Česko,Svět celkem,prosinec 2009,Pohyb zboží do ČR (meziroční index),97.5
Česko,Svět celkem,prosinec 2009,Obrat pohybu zboží (meziroční index),101.0
Česko,Svět celkem,listopad 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",196945.0
Česko,Svět celkem,listopad 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",182399.0
Česko,Svět celkem,listopad 2009,Bilance - pohyb zboží (v mil. Kč),14546.0
Česko,Svět celkem,listopad 2009,Obrat - pohyb zboží (v mil. Kč),379343.0
Česko,Svět celkem,listopad 2009,Pohyb zboží z ČR (meziroční index ),101.0
Česko,Svět celkem,listopad 2009,Pohyb zboží do ČR (meziroční index),93.1
Česko,Svět celkem,listopad 2009,Obrat pohybu zboží (meziroční index),97.0
Česko,Svět celkem,říjen 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",197634.0
Česko,Svět celkem,říjen 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",181203.0
Česko,Svět celkem,říjen 2009,Bilance - pohyb zboží (v mil. Kč),16431.0
Česko,Svět celkem,říjen 2009,Obrat - pohyb zboží (v mil. Kč),378836.0
Česko,Svět celkem,říjen 2009,Pohyb zboží z ČR (meziroční index ),90.4
Česko,Svět celkem,říjen 2009,Pohyb zboží do ČR (meziroční index),81.0
Česko,Svět celkem,říjen 2009,Obrat pohybu zboží (meziroční index),85.6
Česko,Svět celkem,září 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",196834.0
Česko,Svět celkem,září 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",179983.0
Česko,Svět celkem,září 2009,Bilance - pohyb zboží (v mil. Kč),16851.0
Česko,Svět celkem,září 2009,Obrat - pohyb zboží (v mil. Kč),376816.0
Česko,Svět celkem,září 2009,Pohyb zboží z ČR (meziroční index ),88.2
Česko,Svět celkem,září 2009,Pohyb zboží do ČR (meziroční index),84.6
Česko,Svět celkem,září 2009,Obrat pohybu zboží (meziroční index),86.4
Česko,Svět celkem,srpen 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",159459.0
Česko,Svět celkem,srpen 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",150312.0
Česko,Svět celkem,srpen 2009,Bilance - pohyb zboží (v mil. Kč),9147.0
Česko,Svět celkem,srpen 2009,Obrat - pohyb zboží (v mil. Kč),309771.0
Česko,Svět celkem,srpen 2009,Pohyb zboží z ČR (meziroční index ),91.8
Česko,Svět celkem,srpen 2009,Pohyb zboží do ČR (meziroční index),87.3
Česko,Svět celkem,srpen 2009,Obrat pohybu zboží (meziroční index),89.6
Česko,Svět celkem,červenec 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",172105.0
Česko,Svět celkem,červenec 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",160395.0
Česko,Svět celkem,červenec 2009,Bilance - pohyb zboží (v mil. Kč),11710.0
Česko,Svět celkem,červenec 2009,Obrat - pohyb zboží (v mil. Kč),332501.0
Česko,Svět celkem,červenec 2009,Pohyb zboží z ČR (meziroční index ),83.3
Česko,Svět celkem,červenec 2009,Pohyb zboží do ČR (meziroční index),80.2
Česko,Svět celkem,červenec 2009,Obrat pohybu zboží (meziroční index),81.8
Česko,Svět celkem,červen 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",186489.0
Česko,Svět celkem,červen 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",167377.0
Česko,Svět celkem,červen 2009,Bilance - pohyb zboží (v mil. Kč),19111.0
Česko,Svět celkem,červen 2009,Obrat - pohyb zboží (v mil. Kč),353866.0
Česko,Svět celkem,červen 2009,Pohyb zboží z ČR (meziroční index ),85.1
Česko,Svět celkem,červen 2009,Pohyb zboží do ČR (meziroční index),81.5
Česko,Svět celkem,červen 2009,Obrat pohybu zboží (meziroční index),83.3
Česko,Svět celkem,květen 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",165877.0
Česko,Svět celkem,květen 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",153834.0
Česko,Svět celkem,květen 2009,Bilance - pohyb zboží (v mil. Kč),12043.0
Česko,Svět celkem,květen 2009,Obrat - pohyb zboží (v mil. Kč),319710.0
Česko,Svět celkem,květen 2009,Pohyb zboží z ČR (meziroční index ),79.1
Česko,Svět celkem,květen 2009,Pohyb zboží do ČR (meziroční index),77.0
Česko,Svět celkem,květen 2009,Obrat pohybu zboží (meziroční index),78.1
Česko,Svět celkem,duben 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",175642.0
Česko,Svět celkem,duben 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",162549.0
Česko,Svět celkem,duben 2009,Bilance - pohyb zboží (v mil. Kč),13092.0
Česko,Svět celkem,duben 2009,Obrat - pohyb zboží (v mil. Kč),338191.0
Česko,Svět celkem,duben 2009,Pohyb zboží z ČR (meziroční index ),78.0
Česko,Svět celkem,duben 2009,Pohyb zboží do ČR (meziroční index),74.3
Česko,Svět celkem,duben 2009,Obrat pohybu zboží (meziroční index),76.2
Česko,Svět celkem,březen 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",195240.0
Česko,Svět celkem,březen 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",174406.0
Česko,Svět celkem,březen 2009,Bilance - pohyb zboží (v mil. Kč),20834.0
Česko,Svět celkem,březen 2009,Obrat - pohyb zboží (v mil. Kč),369646.0
Česko,Svět celkem,březen 2009,Pohyb zboží z ČR (meziroční index ),91.2
Česko,Svět celkem,březen 2009,Pohyb zboží do ČR (meziroční index),85.4
Česko,Svět celkem,březen 2009,Obrat pohybu zboží (meziroční index),88.4
Česko,Svět celkem,únor 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",167777.0
Česko,Svět celkem,únor 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",158148.0
Česko,Svět celkem,únor 2009,Bilance - pohyb zboží (v mil. Kč),9629.0
Česko,Svět celkem,únor 2009,Obrat - pohyb zboží (v mil. Kč),325925.0
Česko,Svět celkem,únor 2009,Pohyb zboží z ČR (meziroční index ),77.1
Česko,Svět celkem,únor 2009,Pohyb zboží do ČR (meziroční index),77.0
Česko,Svět celkem,únor 2009,Obrat pohybu zboží (meziroční index),77.1
Česko,Svět celkem,leden 2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",159837.0
Česko,Svět celkem,leden 2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",156307.0
Česko,Svět celkem,leden 2009,Bilance - pohyb zboží (v mil. Kč),3530.0
Česko,Svět celkem,leden 2009,Obrat - pohyb zboží (v mil. Kč),316143.0
Česko,Svět celkem,leden 2009,Pohyb zboží z ČR (meziroční index ),74.8
Česko,Svět celkem,leden 2009,Pohyb zboží do ČR (meziroční index),77.4
Česko,Svět celkem,leden 2009,Obrat pohybu zboží (meziroční index),76.0
Česko,Svět celkem,prosinec 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",157239.0
Česko,Svět celkem,prosinec 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",166308.0
Česko,Svět celkem,prosinec 2008,Bilance - pohyb zboží (v mil. Kč),-9069.0
Česko,Svět celkem,prosinec 2008,Obrat - pohyb zboží (v mil. Kč),323546.0
Česko,Svět celkem,prosinec 2008,Pohyb zboží z ČR (meziroční index ),88.8
Česko,Svět celkem,prosinec 2008,Pohyb zboží do ČR (meziroční index),92.4
Česko,Svět celkem,prosinec 2008,Obrat pohybu zboží (meziroční index),90.6
Česko,Svět celkem,listopad 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",194914.0
Česko,Svět celkem,listopad 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",196006.0
Česko,Svět celkem,listopad 2008,Bilance - pohyb zboží (v mil. Kč),-1091.0
Česko,Svět celkem,listopad 2008,Obrat - pohyb zboží (v mil. Kč),390920.0
Česko,Svět celkem,listopad 2008,Pohyb zboží z ČR (meziroční index ),82.1
Česko,Svět celkem,listopad 2008,Pohyb zboží do ČR (meziroční index),87.2
Česko,Svět celkem,listopad 2008,Obrat pohybu zboží (meziroční index),84.6
Česko,Svět celkem,říjen 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",218585.0
Česko,Svět celkem,říjen 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",223807.0
Česko,Svět celkem,říjen 2008,Bilance - pohyb zboží (v mil. Kč),-5222.0
Česko,Svět celkem,říjen 2008,Obrat - pohyb zboží (v mil. Kč),442392.0
Česko,Svět celkem,říjen 2008,Pohyb zboží z ČR (meziroční index ),89.8
Česko,Svět celkem,říjen 2008,Pohyb zboží do ČR (meziroční index),95.1
Česko,Svět celkem,říjen 2008,Obrat pohybu zboží (meziroční index),92.4
Česko,Svět celkem,září 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",223208.0
Česko,Svět celkem,září 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",212735.0
Česko,Svět celkem,září 2008,Bilance - pohyb zboží (v mil. Kč),10473.0
Česko,Svět celkem,září 2008,Obrat - pohyb zboží (v mil. Kč),435943.0
Česko,Svět celkem,září 2008,Pohyb zboží z ČR (meziroční index ),104.8
Česko,Svět celkem,září 2008,Pohyb zboží do ČR (meziroční index),106.8
Česko,Svět celkem,září 2008,Obrat pohybu zboží (meziroční index),105.8
Česko,Svět celkem,srpen 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",173685.0
Česko,Svět celkem,srpen 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",172175.0
Česko,Svět celkem,srpen 2008,Bilance - pohyb zboží (v mil. Kč),1510.0
Česko,Svět celkem,srpen 2008,Obrat - pohyb zboží (v mil. Kč),345860.0
Česko,Svět celkem,srpen 2008,Pohyb zboží z ČR (meziroční index ),89.5
Česko,Svět celkem,srpen 2008,Pohyb zboží do ČR (meziroční index),88.6
Česko,Svět celkem,srpen 2008,Obrat pohybu zboží (meziroční index),89.1
Česko,Svět celkem,červenec 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",206496.0
Česko,Svět celkem,červenec 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",199896.0
Česko,Svět celkem,červenec 2008,Bilance - pohyb zboží (v mil. Kč),6600.0
Česko,Svět celkem,červenec 2008,Obrat - pohyb zboží (v mil. Kč),406392.0
Česko,Svět celkem,červenec 2008,Pohyb zboží z ČR (meziroční index ),104.4
Česko,Svět celkem,červenec 2008,Pohyb zboží do ČR (meziroční index),100.6
Česko,Svět celkem,červenec 2008,Obrat pohybu zboží (meziroční index),102.5
Česko,Svět celkem,červen 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",219216.0
Česko,Svět celkem,červen 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",205474.0
Česko,Svět celkem,červen 2008,Bilance - pohyb zboží (v mil. Kč),13742.0
Česko,Svět celkem,červen 2008,Obrat - pohyb zboží (v mil. Kč),424690.0
Česko,Svět celkem,červen 2008,Pohyb zboží z ČR (meziroční index ),102.9
Česko,Svět celkem,červen 2008,Pohyb zboží do ČR (meziroční index),101.1
Česko,Svět celkem,červen 2008,Obrat pohybu zboží (meziroční index),102.0
Česko,Svět celkem,květen 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",209713.0
Česko,Svět celkem,květen 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",199701.0
Česko,Svět celkem,květen 2008,Bilance - pohyb zboží (v mil. Kč),10012.0
Česko,Svět celkem,květen 2008,Obrat - pohyb zboží (v mil. Kč),409413.0
Česko,Svět celkem,květen 2008,Pohyb zboží z ČR (meziroční index ),102.3
Česko,Svět celkem,květen 2008,Pohyb zboží do ČR (meziroční index),99.7
Česko,Svět celkem,květen 2008,Obrat pohybu zboží (meziroční index),101.0
Česko,Svět celkem,duben 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",225263.0
Česko,Svět celkem,duben 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",218808.0
Česko,Svět celkem,duben 2008,Bilance - pohyb zboží (v mil. Kč),6455.0
Česko,Svět celkem,duben 2008,Obrat - pohyb zboží (v mil. Kč),444071.0
Česko,Svět celkem,duben 2008,Pohyb zboží z ČR (meziroční index ),114.3
Česko,Svět celkem,duben 2008,Pohyb zboží do ČR (meziroční index),113.9
Česko,Svět celkem,duben 2008,Obrat pohybu zboží (meziroční index),114.1
Česko,Svět celkem,březen 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",214026.0
Česko,Svět celkem,březen 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",204270.0
Česko,Svět celkem,březen 2008,Bilance - pohyb zboží (v mil. Kč),9756.0
Česko,Svět celkem,březen 2008,Obrat - pohyb zboží (v mil. Kč),418296.0
Česko,Svět celkem,březen 2008,Pohyb zboží z ČR (meziroční index ),98.2
Česko,Svět celkem,březen 2008,Pohyb zboží do ČR (meziroční index),100.2
Česko,Svět celkem,březen 2008,Obrat pohybu zboží (meziroční index),99.2
Česko,Svět celkem,únor 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",217578.0
Česko,Svět celkem,únor 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",205381.0
Česko,Svět celkem,únor 2008,Bilance - pohyb zboží (v mil. Kč),12197.0
Česko,Svět celkem,únor 2008,Obrat - pohyb zboží (v mil. Kč),422960.0
Česko,Svět celkem,únor 2008,Pohyb zboží z ČR (meziroční index ),112.3
Česko,Svět celkem,únor 2008,Pohyb zboží do ČR (meziroční index),114.0
Česko,Svět celkem,únor 2008,Obrat pohybu zboží (meziroční index),113.1
Česko,Svět celkem,leden 2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",213813.0
Česko,Svět celkem,leden 2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",201929.0
Česko,Svět celkem,leden 2008,Bilance - pohyb zboží (v mil. Kč),11884.0
Česko,Svět celkem,leden 2008,Obrat - pohyb zboží (v mil. Kč),415742.0
Česko,Svět celkem,leden 2008,Pohyb zboží z ČR (meziroční index ),112.8
Česko,Svět celkem,leden 2008,Pohyb zboží do ČR (meziroční index),112.6
Česko,Svět celkem,leden 2008,Obrat pohybu zboží (meziroční index),112.7
Česko,Svět celkem,prosinec 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",177124.0
Česko,Svět celkem,prosinec 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",179920.0
Česko,Svět celkem,prosinec 2007,Bilance - pohyb zboží (v mil. Kč),-2796.0
Česko,Svět celkem,prosinec 2007,Obrat - pohyb zboží (v mil. Kč),357043.0
Česko,Svět celkem,prosinec 2007,Pohyb zboží z ČR (meziroční index ),104.5
Česko,Svět celkem,prosinec 2007,Pohyb zboží do ČR (meziroční index),103.9
Česko,Svět celkem,prosinec 2007,Obrat pohybu zboží (meziroční index),104.2
Česko,Svět celkem,listopad 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",237332.0
Česko,Svět celkem,listopad 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",224801.0
Česko,Svět celkem,listopad 2007,Bilance - pohyb zboží (v mil. Kč),12531.0
Česko,Svět celkem,listopad 2007,Obrat - pohyb zboží (v mil. Kč),462133.0
Česko,Svět celkem,listopad 2007,Pohyb zboží z ČR (meziroční index ),112.6
Česko,Svět celkem,listopad 2007,Pohyb zboží do ČR (meziroční index),109.3
Česko,Svět celkem,listopad 2007,Obrat pohybu zboží (meziroční index),111.0
Česko,Svět celkem,říjen 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",243523.0
Česko,Svět celkem,říjen 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",235387.0
Česko,Svět celkem,říjen 2007,Bilance - pohyb zboží (v mil. Kč),8136.0
Česko,Svět celkem,říjen 2007,Obrat - pohyb zboží (v mil. Kč),478911.0
Česko,Svět celkem,říjen 2007,Pohyb zboží z ČR (meziroční index ),116.1
Česko,Svět celkem,říjen 2007,Pohyb zboží do ČR (meziroční index),114.3
Česko,Svět celkem,říjen 2007,Obrat pohybu zboží (meziroční index),115.2
Česko,Svět celkem,září 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",212951.0
Česko,Svět celkem,září 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",199236.0
Česko,Svět celkem,září 2007,Bilance - pohyb zboží (v mil. Kč),13715.0
Česko,Svět celkem,září 2007,Obrat - pohyb zboží (v mil. Kč),412186.0
Česko,Svět celkem,září 2007,Pohyb zboží z ČR (meziroční index ),112.6
Česko,Svět celkem,září 2007,Pohyb zboží do ČR (meziroční index),109.6
Česko,Svět celkem,září 2007,Obrat pohybu zboží (meziroční index),111.1
Česko,Svět celkem,srpen 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",194077.0
Česko,Svět celkem,srpen 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",194248.0
Česko,Svět celkem,srpen 2007,Bilance - pohyb zboží (v mil. Kč),-171.0
Česko,Svět celkem,srpen 2007,Obrat - pohyb zboží (v mil. Kč),388325.0
Česko,Svět celkem,srpen 2007,Pohyb zboží z ČR (meziroční index ),116.7
Česko,Svět celkem,srpen 2007,Pohyb zboží do ČR (meziroční index),116.1
Česko,Svět celkem,srpen 2007,Obrat pohybu zboží (meziroční index),116.4
Česko,Svět celkem,červenec 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",197792.0
Česko,Svět celkem,červenec 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",198638.0
Česko,Svět celkem,červenec 2007,Bilance - pohyb zboží (v mil. Kč),-846.0
Česko,Svět celkem,červenec 2007,Obrat - pohyb zboží (v mil. Kč),396430.0
Česko,Svět celkem,červenec 2007,Pohyb zboží z ČR (meziroční index ),122.9
Česko,Svět celkem,červenec 2007,Pohyb zboží do ČR (meziroční index),120.9
Česko,Svět celkem,červenec 2007,Obrat pohybu zboží (meziroční index),121.9
Česko,Svět celkem,červen 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",213139.0
Česko,Svět celkem,červen 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",203303.0
Česko,Svět celkem,červen 2007,Bilance - pohyb zboží (v mil. Kč),9836.0
Česko,Svět celkem,červen 2007,Obrat - pohyb zboží (v mil. Kč),416442.0
Česko,Svět celkem,červen 2007,Pohyb zboží z ČR (meziroční index ),115.9
Česko,Svět celkem,červen 2007,Pohyb zboží do ČR (meziroční index),115.2
Česko,Svět celkem,červen 2007,Obrat pohybu zboží (meziroční index),115.6
Česko,Svět celkem,květen 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",204973.0
Česko,Svět celkem,květen 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",200351.0
Česko,Svět celkem,květen 2007,Bilance - pohyb zboží (v mil. Kč),4622.0
Česko,Svět celkem,květen 2007,Obrat - pohyb zboží (v mil. Kč),405323.0
Česko,Svět celkem,květen 2007,Pohyb zboží z ČR (meziroční index ),112.9
Česko,Svět celkem,květen 2007,Pohyb zboží do ČR (meziroční index),111.9
Česko,Svět celkem,květen 2007,Obrat pohybu zboží (meziroční index),112.4
Česko,Svět celkem,duben 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",197080.0
Česko,Svět celkem,duben 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",192141.0
Česko,Svět celkem,duben 2007,Bilance - pohyb zboží (v mil. Kč),4939.0
Česko,Svět celkem,duben 2007,Obrat - pohyb zboží (v mil. Kč),389221.0
Česko,Svět celkem,duben 2007,Pohyb zboží z ČR (meziroční index ),122.0
Česko,Svět celkem,duben 2007,Pohyb zboží do ČR (meziroční index),117.5
Česko,Svět celkem,duben 2007,Obrat pohybu zboží (meziroční index),119.8
Česko,Svět celkem,březen 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",217986.0
Česko,Svět celkem,březen 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",203770.0
Česko,Svět celkem,březen 2007,Bilance - pohyb zboží (v mil. Kč),14215.0
Česko,Svět celkem,březen 2007,Obrat - pohyb zboží (v mil. Kč),421756.0
Česko,Svět celkem,březen 2007,Pohyb zboží z ČR (meziroční index ),115.9
Česko,Svět celkem,březen 2007,Pohyb zboží do ČR (meziroční index),112.9
Česko,Svět celkem,březen 2007,Obrat pohybu zboží (meziroční index),114.4
Česko,Svět celkem,únor 2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",193686.0
Česko,Svět celkem,únor 2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",180218.0
