PCSU;Kraje;Kumulace měsíců;Ukazatel;Směr výstavby;value
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy;Celkem;2017.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy;Nová výstavba;128.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1889.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy bytové;Celkem;1505.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;76.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1429.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy nebytové;Celkem;512.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;52.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;460.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;8832.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;6866.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;3301.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;3565.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;2996.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;1597.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;1399.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;3870.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;1704.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;2166.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-04 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet stavebních povolení v ČR;Celkem;1829.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy;Celkem;1443.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy;Nová výstavba;87.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1356.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy bytové;Celkem;1078.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;48.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1030.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy nebytové;Celkem;365.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;39.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;326.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;5663.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;4271.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;1779.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;2492.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;1795.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;759.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;1036.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;2476.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;1020.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;1456.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-03 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet stavebních povolení v ČR;Celkem;1104.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy;Celkem;882.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy;Nová výstavba;54.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;828.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy bytové;Celkem;685.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;30.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;655.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy nebytové;Celkem;197.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;24.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;173.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;4314.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;3183.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;1538.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;1645.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;1245.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;626.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;619.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;1938.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;912.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;1026.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-02 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet stavebních povolení v ČR;Celkem;550.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy;Celkem;431.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy;Nová výstavba;30.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;401.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy bytové;Celkem;328.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;16.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;312.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy nebytové;Celkem;103.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;14.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;89.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;2886.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;1900.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;1318.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;582.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;761.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;500.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;261.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;1139.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;818.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;321.0
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01 2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet stavebních povolení v ČR;Celkem;8538.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy;Celkem;6956.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;559.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;6397.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy bytové;Celkem;5081.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;396.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;4685.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1875.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;163.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1712.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;40867.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;34879.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;22922.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;11957.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;18868.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;13384.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;5484.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;16011.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;9538.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;6473.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-12 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet stavebních povolení v ČR;Celkem;7801.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy;Celkem;6401.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;521.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;5880.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy bytové;Celkem;4684.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;367.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;4317.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1717.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;154.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1563.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;38414.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;32715.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;22305.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;10410.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;17442.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;12863.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4579.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;15273.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;9442.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;5831.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet stavebních povolení v ČR;Celkem;6978.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy;Celkem;5721.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;494.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;5227.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy bytové;Celkem;4300.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;354.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3946.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1421.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;140.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1281.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;36318.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;31148.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;21477.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;9671.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;16200.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;12140.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4060.0
