Ukazatel;Kraje;Pohlaví;Věk (roky);Dvouleté období (kraje);value
Naděje dožití (ex);Hlavní město Praha;muži;66;2008-2009;15.59921132
Naděje dožití (ex);Hlavní město Praha;muži;66;2009-2010;15.585071
Naděje dožití (ex);Hlavní město Praha;muži;66;2010-2011;15.79794998
Naděje dožití (ex);Hlavní město Praha;muži;66;2011-2012;15.92899277
Naděje dožití (ex);Hlavní město Praha;muži;66;2012-2013;15.98949786
Naděje dožití (ex);Hlavní město Praha;muži;66;2013-2014;16.18629887
Naděje dožití (ex);Hlavní město Praha;muži;66;2014-2015;16.28853012
Naděje dožití (ex);Hlavní město Praha;muži;66;2015-2016;16.284279
Naděje dožití (ex);Hlavní město Praha;muži;66;2016-2017;16.47058736
Naděje dožití (ex);Hlavní město Praha;muži;66;2017-2018;16.5683151465
Naděje dožití (ex);Hlavní město Praha;muži;66;2018-2019;16.6490954693
Naděje dožití (ex);Hlavní město Praha;muži;66;2019-2020;16.3041277448
Naděje dožití (ex);Hlavní město Praha;muži;66;2020-2021;15.5199014825
Naděje dožití (ex);Hlavní město Praha;muži;66;2021-2022;15.7088903693
Naděje dožití (ex);Hlavní město Praha;muži;66;2022-2023;16.59612172
Naděje dožití (ex);Hlavní město Praha;muži;67;2001-2002;13.59071109
Naděje dožití (ex);Hlavní město Praha;muži;67;2002-2003;13.60003916
Naděje dožití (ex);Hlavní město Praha;muži;67;2003-2004;13.73388943
Naděje dožití (ex);Hlavní město Praha;muži;67;2004-2005;14.08396276
Naděje dožití (ex);Hlavní město Praha;muži;67;2005-2006;14.42200801
Naděje dožití (ex);Hlavní město Praha;muži;67;2006-2007;14.62900705
Naděje dožití (ex);Hlavní město Praha;muži;67;2007-2008;14.81763711
Naděje dožití (ex);Hlavní město Praha;muži;67;2008-2009;14.9197568
Naděje dožití (ex);Hlavní město Praha;muži;67;2009-2010;14.91507148
Naděje dožití (ex);Hlavní město Praha;muži;67;2010-2011;15.13479731
Naděje dožití (ex);Hlavní město Praha;muži;67;2011-2012;15.25724295
Naděje dožití (ex);Hlavní město Praha;muži;67;2012-2013;15.3151368
Naděje dožití (ex);Hlavní město Praha;muži;67;2013-2014;15.50553008
Naděje dožití (ex);Hlavní město Praha;muži;67;2014-2015;15.59474671
Naděje dožití (ex);Hlavní město Praha;muži;67;2015-2016;15.57766557
Naděje dožití (ex);Hlavní město Praha;muži;67;2016-2017;15.77450006
Naděje dožití (ex);Hlavní město Praha;muži;67;2017-2018;15.8704770291
Naděje dožití (ex);Hlavní město Praha;muži;67;2018-2019;15.9347524005
Naděje dožití (ex);Hlavní město Praha;muži;67;2019-2020;15.5789516893
Naděje dožití (ex);Hlavní město Praha;muži;67;2020-2021;14.8119864153
Naděje dožití (ex);Hlavní město Praha;muži;67;2021-2022;14.9990989131
Naděje dožití (ex);Hlavní město Praha;muži;67;2022-2023;15.85057726
Naděje dožití (ex);Hlavní město Praha;muži;68;2001-2002;12.94443432
Naděje dožití (ex);Hlavní město Praha;muži;68;2002-2003;12.96664997
Naděje dožití (ex);Hlavní město Praha;muži;68;2003-2004;13.08643842
Naděje dožití (ex);Hlavní město Praha;muži;68;2004-2005;13.43893796
Naděje dožití (ex);Hlavní město Praha;muži;68;2005-2006;13.76580265
Naděje dožití (ex);Hlavní město Praha;muži;68;2006-2007;13.96724417
Naděje dožití (ex);Hlavní město Praha;muži;68;2007-2008;14.15663845
Naděje dožití (ex);Hlavní město Praha;muži;68;2008-2009;14.25006958
Naděje dožití (ex);Hlavní město Praha;muži;68;2009-2010;14.25356285
Naděje dožití (ex);Hlavní město Praha;muži;68;2010-2011;14.48094409
Naděje dožití (ex);Hlavní město Praha;muži;68;2011-2012;14.59738159
Naděje dožití (ex);Hlavní město Praha;muži;68;2012-2013;14.65396116
Naděje dožití (ex);Hlavní město Praha;muži;68;2013-2014;14.83989496
Naděje dožití (ex);Hlavní město Praha;muži;68;2014-2015;14.91384981
Naděje dožití (ex);Hlavní město Praha;muži;68;2015-2016;14.88294789
Naděje dožití (ex);Hlavní město Praha;muži;68;2016-2017;15.09503432
Naděje dožití (ex);Hlavní město Praha;muži;68;2017-2018;15.187740094
Naděje dožití (ex);Hlavní město Praha;muži;68;2018-2019;15.2338765431
Naděje dožití (ex);Hlavní město Praha;muži;68;2019-2020;14.8712441002
Naděje dožití (ex);Hlavní město Praha;muži;68;2020-2021;14.115714869
Naděje dožití (ex);Hlavní město Praha;muži;68;2021-2022;14.3069191118
Naděje dožití (ex);Hlavní město Praha;muži;68;2022-2023;15.12631244
Naděje dožití (ex);Hlavní město Praha;muži;69;2001-2002;12.31134315
Naděje dožití (ex);Hlavní město Praha;muži;69;2002-2003;12.34243596
Naděje dožití (ex);Hlavní město Praha;muži;69;2003-2004;12.45010718
Naděje dožití (ex);Hlavní město Praha;muži;69;2004-2005;12.8163784
Naděje dožití (ex);Hlavní město Praha;muži;69;2005-2006;13.12018873
Naděje dožití (ex);Hlavní město Praha;muži;69;2006-2007;13.31373424
Naděje dožití (ex);Hlavní město Praha;muži;69;2007-2008;13.50442667
Naděje dožití (ex);Hlavní město Praha;muži;69;2008-2009;13.59048542
Naděje dožití (ex);Hlavní město Praha;muži;69;2009-2010;13.60010713
Naděje dožití (ex);Hlavní město Praha;muži;69;2010-2011;13.83494217
Naděje dožití (ex);Hlavní město Praha;muži;69;2011-2012;13.94802846
Naděje dožití (ex);Hlavní město Praha;muži;69;2012-2013;14.00450629
Naděje dožití (ex);Hlavní město Praha;muži;69;2013-2014;14.1869702
Naděje dožití (ex);Hlavní město Praha;muži;69;2014-2015;14.2462576
Naděje dožití (ex);Hlavní město Praha;muži;69;2015-2016;14.20372356
Naděje dožití (ex);Hlavní město Praha;muži;69;2016-2017;14.43215434
Naděje dožití (ex);Hlavní město Praha;muži;69;2017-2018;14.5194717147
Naděje dožití (ex);Hlavní město Praha;muži;69;2018-2019;14.5460134237
Naděje dožití (ex);Hlavní město Praha;muži;69;2019-2020;14.1801539951
Naděje dožití (ex);Hlavní město Praha;muži;69;2020-2021;13.4341161167
Naděje dožití (ex);Hlavní město Praha;muži;69;2021-2022;13.6332210808
Naděje dožití (ex);Hlavní město Praha;muži;69;2022-2023;14.42424108
Naděje dožití (ex);Hlavní město Praha;muži;70;2001-2002;11.69206042
Naděje dožití (ex);Hlavní město Praha;muži;70;2002-2003;11.72725389
Naděje dožití (ex);Hlavní město Praha;muži;70;2003-2004;11.82473065
Naděje dožití (ex);Hlavní město Praha;muži;70;2004-2005;12.20668838
Naděje dožití (ex);Hlavní město Praha;muži;70;2005-2006;12.48503887
Naděje dožití (ex);Hlavní město Praha;muži;70;2006-2007;12.66931769
Naděje dožití (ex);Hlavní město Praha;muži;70;2007-2008;12.86198608
Naděje dožití (ex);Hlavní město Praha;muži;70;2008-2009;12.94166248
Naděje dožití (ex);Hlavní město Praha;muži;70;2009-2010;12.95482904
Naděje dožití (ex);Hlavní město Praha;muži;70;2010-2011;13.19585008
Naděje dožití (ex);Hlavní město Praha;muži;70;2011-2012;13.30779814
Naděje dožití (ex);Hlavní město Praha;muži;70;2012-2013;13.36518148
Naděje dožití (ex);Hlavní město Praha;muži;70;2013-2014;13.54356053
Naděje dožití (ex);Hlavní město Praha;muži;70;2014-2015;13.59243589
Naděje dožití (ex);Hlavní město Praha;muži;70;2015-2016;13.54421219
Naděje dožití (ex);Hlavní město Praha;muži;70;2016-2017;13.78562974
Naděje dožití (ex);Hlavní město Praha;muži;70;2017-2018;13.8658181693
Naděje dožití (ex);Hlavní město Praha;muži;70;2018-2019;13.8713025545
Naděje dožití (ex);Hlavní město Praha;muži;70;2019-2020;13.5031510227
Naděje dožití (ex);Hlavní město Praha;muži;70;2020-2021;12.7715949751
Naděje dožití (ex);Hlavní město Praha;muži;70;2021-2022;12.9786442443
Naděje dožití (ex);Hlavní město Praha;muži;70;2022-2023;13.74316439
Naděje dožití (ex);Hlavní město Praha;muži;71;2001-2002;11.08723862
Naděje dožití (ex);Hlavní město Praha;muži;71;2002-2003;11.12150876
Naděje dožití (ex);Hlavní město Praha;muži;71;2003-2004;11.21055151
Naděje dožití (ex);Hlavní město Praha;muži;71;2004-2005;11.60131274
Naděje dožití (ex);Hlavní město Praha;muži;71;2005-2006;11.86037787
Naděje dožití (ex);Hlavní město Praha;muži;71;2006-2007;12.03506501
Naděje dožití (ex);Hlavní město Praha;muži;71;2007-2008;12.23043032
Naděje dožití (ex);Hlavní město Praha;muži;71;2008-2009;12.30430197
Naděje dožití (ex);Hlavní město Praha;muži;71;2009-2010;12.31809198
Naděje dožití (ex);Hlavní město Praha;muži;71;2010-2011;12.56335497
Naděje dožití (ex);Hlavní město Praha;muži;71;2011-2012;12.67576707
Naděje dožití (ex);Hlavní město Praha;muži;71;2012-2013;12.73486162
Naděje dožití (ex);Hlavní město Praha;muži;71;2013-2014;12.9072414
Naděje dožití (ex);Hlavní město Praha;muži;71;2014-2015;12.95230983
Naděje dožití (ex);Hlavní město Praha;muži;71;2015-2016;12.90654663
Naděje dožití (ex);Hlavní město Praha;muži;71;2016-2017;13.15452465
Naděje dožití (ex);Hlavní město Praha;muži;71;2017-2018;13.2267120987
Naděje dožití (ex);Hlavní město Praha;muži;71;2018-2019;13.2105394577
Naděje dožití (ex);Hlavní město Praha;muži;71;2019-2020;12.839235651
Naděje dožití (ex);Hlavní město Praha;muži;71;2020-2021;12.1319018578
Naděje dožití (ex);Hlavní město Praha;muži;71;2021-2022;12.3434948258
Naděje dožití (ex);Hlavní město Praha;muži;71;2022-2023;13.08111067
Naděje dožití (ex);Hlavní město Praha;muži;72;2001-2002;10.49754152
Naděje dožití (ex);Hlavní město Praha;muži;72;2002-2003;10.52627182
Naděje dožití (ex);Hlavní město Praha;muži;72;2003-2004;10.60853496
Naděje dožití (ex);Hlavní město Praha;muži;72;2004-2005;10.99743692
Naděje dožití (ex);Hlavní město Praha;muži;72;2005-2006;11.24649118
Naděje dožití (ex);Hlavní město Praha;muži;72;2006-2007;11.41231675
Naděje dožití (ex);Hlavní město Praha;muži;72;2007-2008;11.61088183
Naděje dožití (ex);Hlavní město Praha;muži;72;2008-2009;11.6790244
Naděje dožití (ex);Hlavní město Praha;muži;72;2009-2010;11.69037258
Naděje dožití (ex);Hlavní město Praha;muži;72;2010-2011;11.93785827
Naděje dožití (ex);Hlavní město Praha;muži;72;2011-2012;12.0502934
Naděje dožití (ex);Hlavní město Praha;muži;72;2012-2013;12.1131898
Naděje dožití (ex);Hlavní město Praha;muži;72;2013-2014;12.27710704
Naděje dožití (ex);Hlavní město Praha;muži;72;2014-2015;12.32492724
Naděje dožití (ex);Hlavní město Praha;muži;72;2015-2016;12.28847382
Naděje dožití (ex);Hlavní město Praha;muži;72;2016-2017;12.53680228
Naděje dožití (ex);Hlavní město Praha;muži;72;2017-2018;12.6013757829
Naděje dožití (ex);Hlavní město Praha;muži;72;2018-2019;12.5652846419
Naděje dožití (ex);Hlavní město Praha;muži;72;2019-2020;12.1906813871
Naděje dožití (ex);Hlavní město Praha;muži;72;2020-2021;11.5169373061
Naděje dožití (ex);Hlavní město Praha;muži;72;2021-2022;11.7276488965
Naděje dožití (ex);Hlavní město Praha;muži;72;2022-2023;12.4360358
Naděje dožití (ex);Hlavní město Praha;muži;73;2001-2002;9.923633107
Naděje dožití (ex);Hlavní město Praha;muži;73;2002-2003;9.943219832
Naděje dožití (ex);Hlavní město Praha;muži;73;2003-2004;10.02033123
Naděje dožití (ex);Hlavní město Praha;muži;73;2004-2005;10.39749469
Naděje dožití (ex);Hlavní město Praha;muži;73;2005-2006;10.64394923
Naděje dožití (ex);Hlavní město Praha;muži;73;2006-2007;10.80233376
Naděje dožití (ex);Hlavní město Praha;muži;73;2007-2008;11.00445483
Naděje dožití (ex);Hlavní město Praha;muži;73;2008-2009;11.06639634
Naděje dožití (ex);Hlavní město Praha;muži;73;2009-2010;11.07232099
Naděje dožití (ex);Hlavní město Praha;muži;73;2010-2011;11.32043558
Naděje dožití (ex);Hlavní město Praha;muži;73;2011-2012;11.43247289
Naděje dožití (ex);Hlavní město Praha;muži;73;2012-2013;11.50056746
Naděje dožití (ex);Hlavní město Praha;muži;73;2013-2014;11.65376023
Naděje dožití (ex);Hlavní město Praha;muži;73;2014-2015;11.70860435
Naděje dožití (ex);Hlavní město Praha;muži;73;2015-2016;11.68346224
Naděje dožití (ex);Hlavní město Praha;muži;73;2016-2017;11.92920064
Naděje dožití (ex);Hlavní město Praha;muži;73;2017-2018;11.9883565963
Naděje dožití (ex);Hlavní město Praha;muži;73;2018-2019;11.9368741972
Naděje dožití (ex);Hlavní město Praha;muži;73;2019-2020;11.5624596226
Naděje dožití (ex);Hlavní město Praha;muži;73;2020-2021;10.9264335236
Naděje dožití (ex);Hlavní město Praha;muži;73;2021-2022;11.1305649825
Naděje dožití (ex);Hlavní město Praha;muži;73;2022-2023;11.80609738
Naděje dožití (ex);Hlavní město Praha;muži;74;2001-2002;9.366131462
Naděje dožití (ex);Hlavní město Praha;muži;74;2002-2003;9.374114533
Naděje dožití (ex);Hlavní město Praha;muži;74;2003-2004;9.447780199
Naděje dožití (ex);Hlavní město Praha;muži;74;2004-2005;9.805739498
Naděje dožití (ex);Hlavní město Praha;muži;74;2005-2006;10.05360437
Naděje dožití (ex);Hlavní město Praha;muži;74;2006-2007;10.20645215
Naděje dožití (ex);Hlavní město Praha;muži;74;2007-2008;10.41217736
Naděje dožití (ex);Hlavní město Praha;muži;74;2008-2009;10.46709238
Naděje dožití (ex);Hlavní město Praha;muži;74;2009-2010;10.4649787
Naděje dožití (ex);Hlavní město Praha;muži;74;2010-2011;10.71247758
Naděje dožití (ex);Hlavní město Praha;muži;74;2011-2012;10.82389158
Naděje dožití (ex);Hlavní město Praha;muži;74;2012-2013;10.89782061
Naděje dožití (ex);Hlavní město Praha;muži;74;2013-2014;11.03877553
Naděje dožití (ex);Hlavní město Praha;muži;74;2014-2015;11.10196842
Naděje dožití (ex);Hlavní město Praha;muži;74;2015-2016;11.0874523
Naděje dožití (ex);Hlavní město Praha;muži;74;2016-2017;11.33028755
Naděje dožití (ex);Hlavní město Praha;muži;74;2017-2018;11.3860543561
Naděje dožití (ex);Hlavní město Praha;muži;74;2018-2019;11.3246199447
Naděje dožití (ex);Hlavní město Praha;muži;74;2019-2020;10.9576457186
Naděje dožití (ex);Hlavní město Praha;muži;74;2020-2021;10.3585652372
Naděje dožití (ex);Hlavní město Praha;muži;74;2021-2022;10.5516289314
Naděje dožití (ex);Hlavní město Praha;muži;74;2022-2023;11.19043059
Naděje dožití (ex);Hlavní město Praha;muži;75;2001-2002;8.82558776
Naděje dožití (ex);Hlavní město Praha;muži;75;2002-2003;8.820676069
Naděje dožití (ex);Hlavní město Praha;muži;75;2003-2004;8.892805834
Naděje dožití (ex);Hlavní město Praha;muži;75;2004-2005;9.227637517
Naděje dožití (ex);Hlavní město Praha;muži;75;2005-2006;9.476624621
Naděje dožití (ex);Hlavní město Praha;muži;75;2006-2007;9.625725504
Naděje dožití (ex);Hlavní město Praha;muži;75;2007-2008;9.834955698
Naděje dožití (ex);Hlavní město Praha;muži;75;2008-2009;9.881954491
Naděje dožití (ex);Hlavní město Praha;muži;75;2009-2010;9.869885714
Naděje dožití (ex);Hlavní město Praha;muži;75;2010-2011;10.1156319
Naděje dožití (ex);Hlavní město Praha;muži;75;2011-2012;10.22644823
Naděje dožití (ex);Hlavní město Praha;muži;75;2012-2013;10.30615222
Naděje dožití (ex);Hlavní město Praha;muži;75;2013-2014;10.43504992
Naděje dožití (ex);Hlavní město Praha;muži;75;2014-2015;10.50429513
Naděje dožití (ex);Hlavní město Praha;muži;75;2015-2016;10.49948222
Naděje dožití (ex);Hlavní město Praha;muži;75;2016-2017;10.74043765
Naděje dožití (ex);Hlavní město Praha;muži;75;2017-2018;10.7928751728
Naděje dožití (ex);Hlavní město Praha;muži;75;2018-2019;10.7262598147
Naděje dožití (ex);Hlavní město Praha;muži;75;2019-2020;10.3755015859
Naděje dožití (ex);Hlavní město Praha;muži;75;2020-2021;9.8099238192
Naděje dožití (ex);Hlavní město Praha;muži;75;2021-2022;9.9902679071
Naděje dožití (ex);Hlavní město Praha;muži;75;2022-2023;10.58953726
Naděje dožití (ex);Hlavní město Praha;muži;76;2001-2002;8.302482884
Naděje dožití (ex);Hlavní město Praha;muži;76;2002-2003;8.28455824
Naděje dožití (ex);Hlavní město Praha;muži;76;2003-2004;8.357295501
Naděje dožití (ex);Hlavní město Praha;muži;76;2004-2005;8.668993432
Naděje dožití (ex);Hlavní město Praha;muži;76;2005-2006;8.914460475
Naděje dožití (ex);Hlavní město Praha;muži;76;2006-2007;9.061073359
Naděje dožití (ex);Hlavní město Praha;muži;76;2007-2008;9.273610019
Naděje dožití (ex);Hlavní město Praha;muži;76;2008-2009;9.311975864
Naděje dožití (ex);Hlavní město Praha;muži;76;2009-2010;9.288991778
Naděje dožití (ex);Hlavní město Praha;muži;76;2010-2011;9.531776182
Naděje dožití (ex);Hlavní město Praha;muži;76;2011-2012;9.642211161
Naděje dožití (ex);Hlavní město Praha;muži;76;2012-2013;9.727047684
Naděje dožití (ex);Hlavní město Praha;muži;76;2013-2014;9.845716248
Naděje dožití (ex);Hlavní město Praha;muži;76;2014-2015;9.915743352
Naděje dožití (ex);Hlavní město Praha;muži;76;2015-2016;9.920815229
Naděje dožití (ex);Hlavní město Praha;muži;76;2016-2017;10.16113068
Naděje dožití (ex);Hlavní město Praha;muži;76;2017-2018;10.2077243527
Naděje dožití (ex);Hlavní město Praha;muži;76;2018-2019;10.1395632625
Naděje dožití (ex);Hlavní město Praha;muži;76;2019-2020;9.811758768
Naděje dožití (ex);Hlavní město Praha;muži;76;2020-2021;9.2762383373
Naděje dožití (ex);Hlavní město Praha;muži;76;2021-2022;9.4459840807
Naděje dožití (ex);Hlavní město Praha;muži;76;2022-2023;10.00493821
Naděje dožití (ex);Hlavní město Praha;muži;77;2001-2002;7.796269131
Naděje dožití (ex);Hlavní město Praha;muži;77;2002-2003;7.767540706
Naděje dožití (ex);Hlavní město Praha;muži;77;2003-2004;7.842718915
Naděje dožití (ex);Hlavní město Praha;muži;77;2004-2005;8.133770312
Naděje dožití (ex);Hlavní město Praha;muži;77;2005-2006;8.3686777
Naděje dožití (ex);Hlavní město Praha;muži;77;2006-2007;8.513485032
Naděje dožití (ex);Hlavní město Praha;muži;77;2007-2008;8.729008454
Naděje dožití (ex);Hlavní město Praha;muži;77;2008-2009;8.75821637
Naděje dožití (ex);Hlavní město Praha;muži;77;2009-2010;8.724297974
Naděje dožití (ex);Hlavní město Praha;muži;77;2010-2011;8.962877829
Naděje dožití (ex);Hlavní město Praha;muži;77;2011-2012;9.073240273
Naděje dožití (ex);Hlavní město Praha;muži;77;2012-2013;9.161943516
Naděje dožití (ex);Hlavní město Praha;muži;77;2013-2014;9.272982467
Naděje dožití (ex);Hlavní město Praha;muži;77;2014-2015;9.337833089
Naděje dožití (ex);Hlavní město Praha;muži;77;2015-2016;9.353830085
Naděje dožití (ex);Hlavní město Praha;muži;77;2016-2017;9.594104536
Naděje dožití (ex);Hlavní město Praha;muži;77;2017-2018;9.6312396063
Naděje dožití (ex);Hlavní město Praha;muži;77;2018-2019;9.5646364597
Naděje dožití (ex);Hlavní město Praha;muži;77;2019-2020;9.2613010373
Naděje dožití (ex);Hlavní město Praha;muži;77;2020-2021;8.7547125426
Naděje dožití (ex);Hlavní město Praha;muži;77;2021-2022;8.9176542359
Naděje dožití (ex);Hlavní město Praha;muži;77;2022-2023;9.437058913
Naděje dožití (ex);Hlavní město Praha;muži;78;2001-2002;7.307487958
Naděje dožití (ex);Hlavní město Praha;muži;78;2002-2003;7.27108614
Naděje dožití (ex);Hlavní město Praha;muži;78;2003-2004;7.349979541
Naděje dožití (ex);Hlavní město Praha;muži;78;2004-2005;7.620938879
Naděje dožití (ex);Hlavní město Praha;muži;78;2005-2006;7.840954912
Naděje dožití (ex);Hlavní město Praha;muži;78;2006-2007;7.984042283
Naděje dožití (ex);Hlavní město Praha;muži;78;2007-2008;8.202101368
Naděje dožití (ex);Hlavní město Praha;muži;78;2008-2009;8.221799993
Naděje dožití (ex);Hlavní město Praha;muži;78;2009-2010;8.177813243
Naděje dožití (ex);Hlavní město Praha;muži;78;2010-2011;8.410996982
Naděje dožití (ex);Hlavní město Praha;muži;78;2011-2012;8.521506322
Naděje dožití (ex);Hlavní město Praha;muži;78;2012-2013;8.612168139
Naděje dožití (ex);Hlavní město Praha;muži;78;2013-2014;8.718170174
Naděje dožití (ex);Hlavní město Praha;muži;78;2014-2015;8.773698436
Naděje dožití (ex);Hlavní město Praha;muži;78;2015-2016;8.801430631
Naděje dožití (ex);Hlavní město Praha;muži;78;2016-2017;9.041160144
Naděje dožití (ex);Hlavní město Praha;muži;78;2017-2018;9.0661726448
Naděje dožití (ex);Hlavní město Praha;muži;78;2018-2019;9.0035789678
Naděje dožití (ex);Hlavní město Praha;muži;78;2019-2020;8.7187603542
Naděje dožití (ex);Hlavní město Praha;muži;78;2020-2021;8.2446876982
Naděje dožití (ex);Hlavní město Praha;muži;78;2021-2022;8.4051943133
Naděje dožití (ex);Hlavní město Praha;muži;78;2022-2023;8.886300723
Naděje dožití (ex);Hlavní město Praha;muži;79;2001-2002;6.836798216
Naděje dožití (ex);Hlavní město Praha;muži;79;2002-2003;6.796349225
Naděje dožití (ex);Hlavní město Praha;muži;79;2003-2004;6.879592692
Naděje dožití (ex);Hlavní město Praha;muži;79;2004-2005;7.128842467
Naděje dožití (ex);Hlavní město Praha;muži;79;2005-2006;7.333052872
Naděje dožití (ex);Hlavní město Praha;muži;79;2006-2007;7.473989717
Naděje dožití (ex);Hlavní město Praha;muži;79;2007-2008;7.693903709
Naděje dožití (ex);Hlavní město Praha;muži;79;2008-2009;7.703912846
Naděje dožití (ex);Hlavní město Praha;muži;79;2009-2010;7.651473961
Naděje dožití (ex);Hlavní město Praha;muži;79;2010-2011;7.878997386
Naděje dožití (ex);Hlavní město Praha;muži;79;2011-2012;7.988800153
Naděje dožití (ex);Hlavní město Praha;muži;79;2012-2013;8.079062966
Naděje dožití (ex);Hlavní město Praha;muži;79;2013-2014;8.182036501
Naděje dožití (ex);Hlavní město Praha;muži;79;2014-2015;8.228678933
Naděje dožití (ex);Hlavní město Praha;muži;79;2015-2016;8.266350795
Naděje dožití (ex);Hlavní město Praha;muži;79;2016-2017;8.503996179
Naděje dožití (ex);Hlavní město Praha;muži;79;2017-2018;8.5165121361
Naděje dožití (ex);Hlavní město Praha;muži;79;2018-2019;8.4595121855
Naděje dožití (ex);Hlavní město Praha;muži;79;2019-2020;8.1808163554
Naděje dožití (ex);Hlavní město Praha;muži;79;2020-2021;7.7469606315
Naděje dožití (ex);Hlavní město Praha;muži;79;2021-2022;7.908963706
Naděje dožití (ex);Hlavní město Praha;muži;79;2022-2023;8.352783304
Naděje dožití (ex);Hlavní město Praha;muži;80;2001-2002;6.384941242
Naděje dožití (ex);Hlavní město Praha;muži;80;2002-2003;6.344241532
Naděje dožití (ex);Hlavní město Praha;muži;80;2003-2004;6.43211355
Naděje dožití (ex);Hlavní město Praha;muži;80;2004-2005;6.65877726
Naděje dožití (ex);Hlavní město Praha;muži;80;2005-2006;6.846739326
Naděje dožití (ex);Hlavní město Praha;muži;80;2006-2007;6.984719835
Naděje dožití (ex);Hlavní město Praha;muži;80;2007-2008;7.205740176
Naděje dožití (ex);Hlavní město Praha;muži;80;2008-2009;7.206298241
Naděje dožití (ex);Hlavní město Praha;muži;80;2009-2010;7.146980923
Naděje dožití (ex);Hlavní město Praha;muži;80;2010-2011;7.368639871
Naděje dožití (ex);Hlavní město Praha;muži;80;2011-2012;7.476628319
Naděje dožití (ex);Hlavní město Praha;muži;80;2012-2013;7.565430778
Naděje dožití (ex);Hlavní město Praha;muži;80;2013-2014;7.665116819
Naděje dožití (ex);Hlavní město Praha;muži;80;2014-2015;7.705622088
Naděje dožití (ex);Hlavní město Praha;muži;80;2015-2016;7.750633253
Naděje dožití (ex);Hlavní město Praha;muži;80;2016-2017;7.984093956
Naděje dožití (ex);Hlavní město Praha;muži;80;2017-2018;7.9876610379
Naděje dožití (ex);Hlavní město Praha;muži;80;2018-2019;7.9355990856
Naděje dožití (ex);Hlavní město Praha;muži;80;2019-2020;7.652197338
Naděje dožití (ex);Hlavní město Praha;muži;80;2020-2021;7.2623618865
Naděje dožití (ex);Hlavní město Praha;muži;80;2021-2022;7.4296641138
Naděje dožití (ex);Hlavní město Praha;muži;80;2022-2023;7.836638887
Naděje dožití (ex);Hlavní město Praha;muži;81;2001-2002;5.952719747
Naděje dožití (ex);Hlavní město Praha;muži;81;2002-2003;5.915407756
Naděje dožití (ex);Hlavní město Praha;muži;81;2003-2004;6.008211778
Naděje dožití (ex);Hlavní město Praha;muži;81;2004-2005;6.214131968
Naděje dožití (ex);Hlavní město Praha;muži;81;2005-2006;6.383795503
Naděje dožití (ex);Hlavní město Praha;muži;81;2006-2007;6.517491742
Naděje dožití (ex);Hlavní město Praha;muži;81;2007-2008;6.738656598
Naděje dožití (ex);Hlavní město Praha;muži;81;2008-2009;6.730235315
Naděje dožití (ex);Hlavní město Praha;muži;81;2009-2010;6.665745626
Naděje dožití (ex);Hlavní město Praha;muži;81;2010-2011;6.881207498
Naděje dožití (ex);Hlavní město Praha;muži;81;2011-2012;6.986101554
Naděje dožití (ex);Hlavní město Praha;muži;81;2012-2013;7.073260069
Naděje dožití (ex);Hlavní město Praha;muži;81;2013-2014;7.167895859
Naděje dožití (ex);Hlavní město Praha;muži;81;2014-2015;7.205974244
Naděje dožití (ex);Hlavní město Praha;muži;81;2015-2016;7.255521157
Naděje dožití (ex);Hlavní město Praha;muži;81;2016-2017;7.482739281
Naděje dožití (ex);Hlavní město Praha;muži;81;2017-2018;7.4818210867
Naděje dožití (ex);Hlavní město Praha;muži;81;2018-2019;7.4341983383
Naděje dožití (ex);Hlavní město Praha;muži;81;2019-2020;7.1427970532
Naděje dožití (ex);Hlavní město Praha;muži;81;2020-2021;6.7916326489
Naděje dožití (ex);Hlavní město Praha;muži;81;2021-2022;6.9682463658
Naděje dožití (ex);Hlavní město Praha;muži;81;2022-2023;7.338156251
Naděje dožití (ex);Hlavní město Praha;muži;82;2001-2002;5.540976617
Naděje dožití (ex);Hlavní město Praha;muži;82;2002-2003;5.510124183
Naděje dožití (ex);Hlavní město Praha;muži;82;2003-2004;5.608493703
Naděje dožití (ex);Hlavní město Praha;muži;82;2004-2005;5.796590441
Naděje dožití (ex);Hlavní město Praha;muži;82;2005-2006;5.945751859
Naděje dožití (ex);Hlavní město Praha;muži;82;2006-2007;6.073062519
Naděje dožití (ex);Hlavní město Praha;muži;82;2007-2008;6.293485964
Naděje dožití (ex);Hlavní město Praha;muži;82;2008-2009;6.27677471
Naděje dožití (ex);Hlavní město Praha;muži;82;2009-2010;6.208946179
Naděje dožití (ex);Hlavní město Praha;muži;82;2010-2011;6.417544115
Naděje dožití (ex);Hlavní město Praha;muži;82;2011-2012;6.517129353
Naděje dožití (ex);Hlavní město Praha;muži;82;2012-2013;6.604280306
Naděje dožití (ex);Hlavní město Praha;muži;82;2013-2014;6.691138175
Naděje dožití (ex);Hlavní město Praha;muži;82;2014-2015;6.730119367
Naděje dožití (ex);Hlavní město Praha;muži;82;2015-2016;6.780290672
Naděje dožití (ex);Hlavní město Praha;muži;82;2016-2017;7.000385564
Naděje dožití (ex);Hlavní město Praha;muži;82;2017-2018;7.0001496877
Naděje dožití (ex);Hlavní město Praha;muži;82;2018-2019;6.9558513477
Naděje dožití (ex);Hlavní město Praha;muži;82;2019-2020;6.6609535444
Naděje dožití (ex);Hlavní město Praha;muži;82;2020-2021;6.3359236084
