Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Úhrn 12 měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2004;
