Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Úhrn 12 měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2005;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2004;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2003;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2002;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a úprava rud;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;březen 2025;102.1188967091
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;únor 2025;102.03855502
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2025;102.8130429593
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;prosinec 2024;100.8149771238
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;listopad 2024;98.2120947661
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;říjen 2024;95.3007284704
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;září 2024;94.22367947
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;srpen 2024;92.8476635069
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červenec 2024;91.7064554175
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červen 2024;89.5905993019
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;květen 2024;88.8423322152
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;duben 2024;86.7260002087
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;březen 2024;83.654444705
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;únor 2024;82.4878335959
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2024;82.0067798713
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;prosinec 2023;83.1126552707
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;listopad 2023;83.3146861878
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;říjen 2023;84.1724041794
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;září 2023;83.8596884739
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;srpen 2023;84.5712059678
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červenec 2023;85.9369076511
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červen 2023;86.2781771629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;květen 2023;87.9428801217
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;duben 2023;90.8538133071
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;březen 2023;92.2426981444
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;únor 2023;95.2173527646
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2023;97.6101405482
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;prosinec 2022;98.39781247
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;listopad 2022;100.5056586598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;říjen 2022;102.8996665629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;září 2022;105.2516170724
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;srpen 2022;107.930914691
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červenec 2022;109.2002799706
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červen 2022;111.4001086238
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;květen 2022;114.3229775223
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;duben 2022;115.5794076432
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;březen 2022;116.8725212816
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;únor 2022;116.557054332
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2022;113.9098341616
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;prosinec 2021;112.1480706446
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;listopad 2021;111.1125129874
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;říjen 2021;109.1476314837
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;září 2021;105.7918692635
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;srpen 2021;102.7635724656
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červenec 2021;100.0180599296
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červen 2021;98.278055155
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;květen 2021;95.0872071762
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;duben 2021;91.9357411781
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;březen 2021;90.951641091
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;únor 2021;89.9084772568
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2021;90.4154393102
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;prosinec 2020;91.1869156855
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;listopad 2020;91.1302209905
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;říjen 2020;91.0368047128
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;září 2020;92.2315240164
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;srpen 2020;94.1893769755
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červenec 2020;95.0139419958
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;červen 2020;96.303227842
