Ukazatel,Tříleté období,Území,Druh nemovitosti,Počet obyvatel obce,value
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,36677.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,38548.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Byty [Kč/m2],Celkem,39380.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Byty [Kč/m2],do 1 999 obyv.,25205.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Byty [Kč/m2],2 000 - 9 999 obyv.,33197.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Byty [Kč/m2],10 000 - 49 999 obyv.,45110.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Pelhřimov,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Rodinné domy [Kč/m2],Celkem,35914.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Rodinné domy [Kč/m2],do 1 999 obyv.,35687.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,33341.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,43972.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Byty [Kč/m2],Celkem,43595.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Byty [Kč/m2],do 1 999 obyv.,32527.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Byty [Kč/m2],2 000 - 9 999 obyv.,40582.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Byty [Kč/m2],10 000 - 49 999 obyv.,47148.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Třebíč,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Rodinné domy [Kč/m2],Celkem,39242.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Rodinné domy [Kč/m2],do 1 999 obyv.,38922.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,39628.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,40446.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Byty [Kč/m2],Celkem,45984.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Byty [Kč/m2],do 1 999 obyv.,33239.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Byty [Kč/m2],2 000 - 9 999 obyv.,41760.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Byty [Kč/m2],10 000 - 49 999 obyv.,49703.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Žďár nad Sázavou,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Rodinné domy [Kč/m2],Celkem,39443.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Rodinné domy [Kč/m2],do 1 999 obyv.,37988.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,40176.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,44603.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Byty [Kč/m2],Celkem,45631.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Byty [Kč/m2],do 1 999 obyv.,28656.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Byty [Kč/m2],2 000 - 9 999 obyv.,43191.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Byty [Kč/m2],10 000 - 49 999 obyv.,55372.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Blansko,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Rodinné domy [Kč/m2],Celkem,71967.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Rodinné domy [Kč/m2],do 1 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Rodinné domy [Kč/m2],50 000 obyv. a více,71967.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Byty [Kč/m2],Celkem,76704.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Byty [Kč/m2],do 1 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Byty [Kč/m2],2 000 - 9 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Byty [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-město,Byty [Kč/m2],50 000 obyv. a více,76704.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Rodinné domy [Kč/m2],Celkem,44782.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Rodinné domy [Kč/m2],do 1 999 obyv.,43932.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,46169.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,44375.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Byty [Kč/m2],Celkem,48053.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Byty [Kč/m2],do 1 999 obyv.,39955.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Byty [Kč/m2],2 000 - 9 999 obyv.,49053.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Byty [Kč/m2],10 000 - 49 999 obyv.,51810.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Brno-venkov,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Rodinné domy [Kč/m2],Celkem,40790.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Rodinné domy [Kč/m2],do 1 999 obyv.,38456.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,43960.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,40446.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Byty [Kč/m2],Celkem,47075.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Byty [Kč/m2],do 1 999 obyv.,35637.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Byty [Kč/m2],2 000 - 9 999 obyv.,49976.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Byty [Kč/m2],10 000 - 49 999 obyv.,47007.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Břeclav,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Rodinné domy [Kč/m2],Celkem,36150.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Rodinné domy [Kč/m2],do 1 999 obyv.,34503.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,35893.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,39383.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Byty [Kč/m2],Celkem,43691.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Byty [Kč/m2],do 1 999 obyv.,32882.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Byty [Kč/m2],2 000 - 9 999 obyv.,40303.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Byty [Kč/m2],10 000 - 49 999 obyv.,44748.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Hodonín,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Rodinné domy [Kč/m2],Celkem,40835.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Rodinné domy [Kč/m2],do 1 999 obyv.,39252.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,43909.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,42156.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Byty [Kč/m2],Celkem,47809.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Byty [Kč/m2],do 1 999 obyv.,38421.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Byty [Kč/m2],2 000 - 9 999 obyv.,47551.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Byty [Kč/m2],10 000 - 49 999 obyv.,52154.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vyškov,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Rodinné domy [Kč/m2],Celkem,38913.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Rodinné domy [Kč/m2],do 1 999 obyv.,38032.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,40097.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,43341.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Byty [Kč/m2],Celkem,43497.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Byty [Kč/m2],do 1 999 obyv.,32186.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Byty [Kč/m2],2 000 - 9 999 obyv.,41266.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Byty [Kč/m2],10 000 - 49 999 obyv.,46947.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Znojmo,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Rodinné domy [Kč/m2],Celkem,31400.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Rodinné domy [Kč/m2],do 1 999 obyv.,28797.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,32105.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,37306.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Byty [Kč/m2],Celkem,33874.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Byty [Kč/m2],do 1 999 obyv.,22909.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Byty [Kč/m2],2 000 - 9 999 obyv.,28726.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Byty [Kč/m2],10 000 - 49 999 obyv.,37155.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Jeseník,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Rodinné domy [Kč/m2],Celkem,40837.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Rodinné domy [Kč/m2],do 1 999 obyv.,35675.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,40366.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,38447.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Rodinné domy [Kč/m2],50 000 obyv. a více,69383.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Byty [Kč/m2],Celkem,53315.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Byty [Kč/m2],do 1 999 obyv.,28101.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Byty [Kč/m2],2 000 - 9 999 obyv.,41627.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Byty [Kč/m2],10 000 - 49 999 obyv.,40428.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Olomouc,Byty [Kč/m2],50 000 obyv. a více,59711.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Rodinné domy [Kč/m2],Celkem,35880.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Rodinné domy [Kč/m2],do 1 999 obyv.,33520.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,37441.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,43050.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Byty [Kč/m2],Celkem,41542.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Byty [Kč/m2],do 1 999 obyv.,31703.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Byty [Kč/m2],2 000 - 9 999 obyv.,37505.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Byty [Kč/m2],10 000 - 49 999 obyv.,43493.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Prostějov,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Rodinné domy [Kč/m2],Celkem,32456.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Rodinné domy [Kč/m2],do 1 999 obyv.,32156.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,32830.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,32927.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Byty [Kč/m2],Celkem,37673.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Byty [Kč/m2],do 1 999 obyv.,28366.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Byty [Kč/m2],2 000 - 9 999 obyv.,36972.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Byty [Kč/m2],10 000 - 49 999 obyv.,38560.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Přerov,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Rodinné domy [Kč/m2],Celkem,35137.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Rodinné domy [Kč/m2],do 1 999 obyv.,33750.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,37264.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,35583.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Byty [Kč/m2],Celkem,37656.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Byty [Kč/m2],do 1 999 obyv.,27791.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Byty [Kč/m2],2 000 - 9 999 obyv.,36046.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Byty [Kč/m2],10 000 - 49 999 obyv.,40727.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Šumperk,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Rodinné domy [Kč/m2],Celkem,32890.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Rodinné domy [Kč/m2],do 1 999 obyv.,31193.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,32829.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,38098.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Byty [Kč/m2],Celkem,40291.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Byty [Kč/m2],do 1 999 obyv.,32094.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Byty [Kč/m2],2 000 - 9 999 obyv.,36543.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Byty [Kč/m2],10 000 - 49 999 obyv.,44093.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Kroměříž,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Rodinné domy [Kč/m2],Celkem,32183.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Rodinné domy [Kč/m2],do 1 999 obyv.,30876.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,31152.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,36924.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Byty [Kč/m2],Celkem,44002.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Byty [Kč/m2],do 1 999 obyv.,29351.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Byty [Kč/m2],2 000 - 9 999 obyv.,41504.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Byty [Kč/m2],10 000 - 49 999 obyv.,46492.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Uherské Hradiště,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Rodinné domy [Kč/m2],Celkem,36493.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Rodinné domy [Kč/m2],do 1 999 obyv.,34242.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,35388.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,40160.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Byty [Kč/m2],Celkem,42506.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Byty [Kč/m2],do 1 999 obyv.,29857.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Byty [Kč/m2],2 000 - 9 999 obyv.,38602.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Byty [Kč/m2],10 000 - 49 999 obyv.,43433.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Vsetín,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Rodinné domy [Kč/m2],Celkem,40618.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Rodinné domy [Kč/m2],do 1 999 obyv.,33702.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,34596.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,39133.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Rodinné domy [Kč/m2],50 000 obyv. a více,58428.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Byty [Kč/m2],Celkem,49242.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Byty [Kč/m2],do 1 999 obyv.,29873.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Byty [Kč/m2],2 000 - 9 999 obyv.,42190.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Byty [Kč/m2],10 000 - 49 999 obyv.,51782.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Zlín,Byty [Kč/m2],50 000 obyv. a více,53855.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Rodinné domy [Kč/m2],Celkem,31198.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Rodinné domy [Kč/m2],do 1 999 obyv.,31205.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,27676.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,33275.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Rodinné domy [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Byty [Kč/m2],Celkem,29263.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Byty [Kč/m2],do 1 999 obyv.,23734.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Byty [Kč/m2],2 000 - 9 999 obyv.,27057.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Byty [Kč/m2],10 000 - 49 999 obyv.,30507.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Bruntál,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Rodinné domy [Kč/m2],Celkem,40503.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Rodinné domy [Kč/m2],do 1 999 obyv.,35815.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,40798.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,41324.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Rodinné domy [Kč/m2],50 000 obyv. a více,54106.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Byty [Kč/m2],Celkem,41328.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Byty [Kč/m2],do 1 999 obyv.,35032.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Byty [Kč/m2],2 000 - 9 999 obyv.,41906.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Byty [Kč/m2],10 000 - 49 999 obyv.,35539.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Frýdek-Místek,Byty [Kč/m2],50 000 obyv. a více,42922.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Rodinné domy [Kč/m2],Celkem,37593.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Rodinné domy [Kč/m2],do 1 999 obyv.,34488.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,37782.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,34963.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Rodinné domy [Kč/m2],50 000 obyv. a více,49897.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Byty [Kč/m2],Celkem,29653.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Byty [Kč/m2],do 1 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Byty [Kč/m2],2 000 - 9 999 obyv.,30138.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Byty [Kč/m2],10 000 - 49 999 obyv.,27051.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Karviná,Byty [Kč/m2],50 000 obyv. a více,37244.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Rodinné domy [Kč/m2],Celkem,36402.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Rodinné domy [Kč/m2],do 1 999 obyv.,35035.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,35464.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,41423.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Rodinné domy [Kč/m2],50 000 obyv. a více,
