Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Měsíce,value
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červenec 2021,107.5286205958
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červen 2021,106.7113294068
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,květen 2021,93.7290107148
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,duben 2021,100.9926812918
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,březen 2021,101.4893427864
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,únor 2021,95.8978069793
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,leden 2021,102.0481316484
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,prosinec 2020,99.7951634216
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,listopad 2020,98.05404263
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,říjen 2020,103.9646788912
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,září 2020,96.7113413075
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,srpen 2020,101.5020869891
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červenec 2020,112.9054576538
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červen 2020,105.6664807321
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,květen 2020,103.5083365437
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,duben 2020,82.0476932426
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,březen 2020,94.8019465517
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,únor 2020,103.7186577207
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,leden 2020,101.0414307389
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,prosinec 2019,102.9093987771
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,listopad 2019,93.2525002151
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,říjen 2019,103.5407239279
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,září 2019,103.2897328526
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,srpen 2019,93.0072144496
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červenec 2019,100.5608485382
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červen 2019,96.4161224139
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,květen 2019,103.4686414471
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,duben 2019,96.1874350456
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,březen 2019,100.9629655721
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,únor 2019,99.4721555489
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,leden 2019,99.5603187309
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,prosinec 2018,102.1973610895
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,listopad 2018,99.2014782698
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,říjen 2018,99.6469785458
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,září 2018,97.8438328626
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,srpen 2018,102.2912987128
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červenec 2018,100.868235395
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červen 2018,99.2679206121
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,květen 2018,101.5491367201
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,duben 2018,99.0709087136
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,březen 2018,96.9109819633
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,únor 2018,99.8602949786
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,leden 2018,93.0127941354
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,prosinec 2017,101.495157694
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,listopad 2017,102.7687087587
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,říjen 2017,97.5440062772
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,září 2017,99.251876456
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,srpen 2017,105.3941872901
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červenec 2017,96.1706582866
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,červen 2017,100.3104003688
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,květen 2017,103.4347216781
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,duben 2017,97.8575399394
Česko,Index průmyslové produkce,"Sezónně očištěno, včetně očištění o kalendářní vlivy",Meziměsíční index,Výroba textilií,březen 2017,102.9688971363
