Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Čtvrtletí;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2025;97.8613233983
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2001;104.8826580972
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2001;105.5527543554
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2001;107.100974646
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2001;109.2972841734
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2002;102.23261955
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2002;100.276560958
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2002;99.5018743921
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2002;100.4785599402
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2003;106.1717622136
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2003;108.3058533211
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2003;109.3261426825
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2003;108.920865322
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2004;103.4720454977
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2004;102.9587594719
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2004;102.5201037307
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2004;102.0732118063
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2005;106.4825388878
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2005;105.049151799
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2005;105.4763021659
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2005;107.3082967704
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2006;105.6737720655
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2006;107.0249365388
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2006;106.9165064994
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2006;107.9991526008
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2007;109.0216231634
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2007;106.3153256966
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2007;105.8390692936
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2007;104.0298452378
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2008;103.2802326285
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2008;104.4933092609
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2008;101.6357099163
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2008;100.9732765396
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2009;97.9861295019
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2009;98.0858854118
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2009;99.4548941501
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2009;99.117961588
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2010;99.0607232899
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2010;98.6251224687
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2010;100.1553891747
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2010;98.5429446351
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2011;101.5019962228
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2011;100.3486601938
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2011;98.6412511316
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2011;99.439259449
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2012;98.1624972054
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2012;98.7590100943
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2012;99.733303844
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2012;98.5971876696
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2013;99.9937810397
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2013;98.7765967081
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2013;98.9611406811
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2013;100.6774591822
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2014;100.3561099745
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2014;101.6633098415
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2014;101.6656421416
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2014;104.8695701955
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2015;105.5687738993
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2015;105.3113339781
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2015;105.2727074483
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2015;105.8142161066
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2016;105.1315912733
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2016;104.6065632534
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2016;104.6268165959
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2016;103.6112860054
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2017;105.0535287628
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2017;106.1902167671
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2017;105.6973210195
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2017;105.8172588044
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2018;105.9494249259
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2018;104.393289965
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;3. čtvrtletí 2018;103.8341696341
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;4. čtvrtletí 2018;104.3513172139
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;1. čtvrtletí 2019;101.1251737248
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;47 Maloobchod kromě motorových vozidel;2. čtvrtletí 2019;104.1948322156
